tiempo_id,fecha,anio,mes,nombre_mes,dia,trimestre,dia_semana_num,dia_semana_nombre
20230324,2023-03-24,2023,3,Marzo,24,1,4,Viernes
20230325,2023-03-25,2023,3,Marzo,25,1,5,Sã¡bado
20230326,2023-03-26,2023,3,Marzo,26,1,6,Domingo
20230327,2023-03-27,2023,3,Marzo,27,1,0,Lunes
20230328,2023-03-28,2023,3,Marzo,28,1,1,Martes
20230329,2023-03-29,2023,3,Marzo,29,1,2,Miã©rcoles
20230330,2023-03-30,2023,3,Marzo,30,1,3,Jueves
20230331,2023-03-31,2023,3,Marzo,31,1,4,Viernes
20230401,2023-04-01,2023,4,Abril,1,2,5,Sã¡bado
20230402,2023-04-02,2023,4,Abril,2,2,6,Domingo
20230403,2023-04-03,2023,4,Abril,3,2,0,Lunes
20230404,2023-04-04,2023,4,Abril,4,2,1,Martes
20230405,2023-04-05,2023,4,Abril,5,2,2,Miã©rcoles
20230406,2023-04-06,2023,4,Abril,6,2,3,Jueves
20230407,2023-04-07,2023,4,Abril,7,2,4,Viernes
20230408,2023-04-08,2023,4,Abril,8,2,5,Sã¡bado
20230409,2023-04-09,2023,4,Abril,9,2,6,Domingo
20230410,2023-04-10,2023,4,Abril,10,2,0,Lunes
20230411,2023-04-11,2023,4,Abril,11,2,1,Martes
20230412,2023-04-12,2023,4,Abril,12,2,2,Miã©rcoles
20230413,2023-04-13,2023,4,Abril,13,2,3,Jueves
20230414,2023-04-14,2023,4,Abril,14,2,4,Viernes
20230415,2023-04-15,2023,4,Abril,15,2,5,Sã¡bado
20230416,2023-04-16,2023,4,Abril,16,2,6,Domingo
20230417,2023-04-17,2023,4,Abril,17,2,0,Lunes
20230418,2023-04-18,2023,4,Abril,18,2,1,Martes
20230419,2023-04-19,2023,4,Abril,19,2,2,Miã©rcoles
20230420,2023-04-20,2023,4,Abril,20,2,3,Jueves
20230421,2023-04-21,2023,4,Abril,21,2,4,Viernes
20230422,2023-04-22,2023,4,Abril,22,2,5,Sã¡bado
20230423,2023-04-23,2023,4,Abril,23,2,6,Domingo
20230424,2023-04-24,2023,4,Abril,24,2,0,Lunes
20230425,2023-04-25,2023,4,Abril,25,2,1,Martes
20230426,2023-04-26,2023,4,Abril,26,2,2,Miã©rcoles
20230427,2023-04-27,2023,4,Abril,27,2,3,Jueves
20230428,2023-04-28,2023,4,Abril,28,2,4,Viernes
20230429,2023-04-29,2023,4,Abril,29,2,5,Sã¡bado
20230430,2023-04-30,2023,4,Abril,30,2,6,Domingo
20230501,2023-05-01,2023,5,Mayo,1,2,0,Lunes
20230502,2023-05-02,2023,5,Mayo,2,2,1,Martes
20230503,2023-05-03,2023,5,Mayo,3,2,2,Miã©rcoles
20230504,2023-05-04,2023,5,Mayo,4,2,3,Jueves
20230505,2023-05-05,2023,5,Mayo,5,2,4,Viernes
20230506,2023-05-06,2023,5,Mayo,6,2,5,Sã¡bado
20230507,2023-05-07,2023,5,Mayo,7,2,6,Domingo
20230508,2023-05-08,2023,5,Mayo,8,2,0,Lunes
20230509,2023-05-09,2023,5,Mayo,9,2,1,Martes
20230510,2023-05-10,2023,5,Mayo,10,2,2,Miã©rcoles
20230511,2023-05-11,2023,5,Mayo,11,2,3,Jueves
20230512,2023-05-12,2023,5,Mayo,12,2,4,Viernes
20230513,2023-05-13,2023,5,Mayo,13,2,5,Sã¡bado
20230514,2023-05-14,2023,5,Mayo,14,2,6,Domingo
20230515,2023-05-15,2023,5,Mayo,15,2,0,Lunes
20230516,2023-05-16,2023,5,Mayo,16,2,1,Martes
20230517,2023-05-17,2023,5,Mayo,17,2,2,Miã©rcoles
20230518,2023-05-18,2023,5,Mayo,18,2,3,Jueves
20230519,2023-05-19,2023,5,Mayo,19,2,4,Viernes
20230520,2023-05-20,2023,5,Mayo,20,2,5,Sã¡bado
20230521,2023-05-21,2023,5,Mayo,21,2,6,Domingo
20230522,2023-05-22,2023,5,Mayo,22,2,0,Lunes
20230523,2023-05-23,2023,5,Mayo,23,2,1,Martes
20230524,2023-05-24,2023,5,Mayo,24,2,2,Miã©rcoles
20230525,2023-05-25,2023,5,Mayo,25,2,3,Jueves
20230526,2023-05-26,2023,5,Mayo,26,2,4,Viernes
20230527,2023-05-27,2023,5,Mayo,27,2,5,Sã¡bado
20230528,2023-05-28,2023,5,Mayo,28,2,6,Domingo
20230529,2023-05-29,2023,5,Mayo,29,2,0,Lunes
20230530,2023-05-30,2023,5,Mayo,30,2,1,Martes
20230531,2023-05-31,2023,5,Mayo,31,2,2,Miã©rcoles
20230601,2023-06-01,2023,6,Junio,1,2,3,Jueves
20230602,2023-06-02,2023,6,Junio,2,2,4,Viernes
20230603,2023-06-03,2023,6,Junio,3,2,5,Sã¡bado
20230604,2023-06-04,2023,6,Junio,4,2,6,Domingo
20230605,2023-06-05,2023,6,Junio,5,2,0,Lunes
20230606,2023-06-06,2023,6,Junio,6,2,1,Martes
20230607,2023-06-07,2023,6,Junio,7,2,2,Miã©rcoles
20230608,2023-06-08,2023,6,Junio,8,2,3,Jueves
20230609,2023-06-09,2023,6,Junio,9,2,4,Viernes
20230610,2023-06-10,2023,6,Junio,10,2,5,Sã¡bado
20230611,2023-06-11,2023,6,Junio,11,2,6,Domingo
20230612,2023-06-12,2023,6,Junio,12,2,0,Lunes
20230613,2023-06-13,2023,6,Junio,13,2,1,Martes
20230614,2023-06-14,2023,6,Junio,14,2,2,Miã©rcoles
20230615,2023-06-15,2023,6,Junio,15,2,3,Jueves
20230616,2023-06-16,2023,6,Junio,16,2,4,Viernes
20230617,2023-06-17,2023,6,Junio,17,2,5,Sã¡bado
20230618,2023-06-18,2023,6,Junio,18,2,6,Domingo
20230619,2023-06-19,2023,6,Junio,19,2,0,Lunes
20230620,2023-06-20,2023,6,Junio,20,2,1,Martes
20230621,2023-06-21,2023,6,Junio,21,2,2,Miã©rcoles
20230622,2023-06-22,2023,6,Junio,22,2,3,Jueves
20230623,2023-06-23,2023,6,Junio,23,2,4,Viernes
20230624,2023-06-24,2023,6,Junio,24,2,5,Sã¡bado
20230625,2023-06-25,2023,6,Junio,25,2,6,Domingo
20230626,2023-06-26,2023,6,Junio,26,2,0,Lunes
20230627,2023-06-27,2023,6,Junio,27,2,1,Martes
20230628,2023-06-28,2023,6,Junio,28,2,2,Miã©rcoles
20230629,2023-06-29,2023,6,Junio,29,2,3,Jueves
20230630,2023-06-30,2023,6,Junio,30,2,4,Viernes
20230701,2023-07-01,2023,7,Julio,1,3,5,Sã¡bado
20230702,2023-07-02,2023,7,Julio,2,3,6,Domingo
20230703,2023-07-03,2023,7,Julio,3,3,0,Lunes
20230704,2023-07-04,2023,7,Julio,4,3,1,Martes
20230705,2023-07-05,2023,7,Julio,5,3,2,Miã©rcoles
20230706,2023-07-06,2023,7,Julio,6,3,3,Jueves
20230707,2023-07-07,2023,7,Julio,7,3,4,Viernes
20230708,2023-07-08,2023,7,Julio,8,3,5,Sã¡bado
20230709,2023-07-09,2023,7,Julio,9,3,6,Domingo
20230710,2023-07-10,2023,7,Julio,10,3,0,Lunes
20230711,2023-07-11,2023,7,Julio,11,3,1,Martes
20230712,2023-07-12,2023,7,Julio,12,3,2,Miã©rcoles
20230713,2023-07-13,2023,7,Julio,13,3,3,Jueves
20230714,2023-07-14,2023,7,Julio,14,3,4,Viernes
20230715,2023-07-15,2023,7,Julio,15,3,5,Sã¡bado
20230716,2023-07-16,2023,7,Julio,16,3,6,Domingo
20230717,2023-07-17,2023,7,Julio,17,3,0,Lunes
20230718,2023-07-18,2023,7,Julio,18,3,1,Martes
20230719,2023-07-19,2023,7,Julio,19,3,2,Miã©rcoles
20230720,2023-07-20,2023,7,Julio,20,3,3,Jueves
20230721,2023-07-21,2023,7,Julio,21,3,4,Viernes
20230722,2023-07-22,2023,7,Julio,22,3,5,Sã¡bado
20230723,2023-07-23,2023,7,Julio,23,3,6,Domingo
20230724,2023-07-24,2023,7,Julio,24,3,0,Lunes
20230725,2023-07-25,2023,7,Julio,25,3,1,Martes
20230726,2023-07-26,2023,7,Julio,26,3,2,Miã©rcoles
20230727,2023-07-27,2023,7,Julio,27,3,3,Jueves
20230728,2023-07-28,2023,7,Julio,28,3,4,Viernes
20230729,2023-07-29,2023,7,Julio,29,3,5,Sã¡bado
20230730,2023-07-30,2023,7,Julio,30,3,6,Domingo
20230731,2023-07-31,2023,7,Julio,31,3,0,Lunes
20230801,2023-08-01,2023,8,Agosto,1,3,1,Martes
20230802,2023-08-02,2023,8,Agosto,2,3,2,Miã©rcoles
20230803,2023-08-03,2023,8,Agosto,3,3,3,Jueves
20230804,2023-08-04,2023,8,Agosto,4,3,4,Viernes
20230805,2023-08-05,2023,8,Agosto,5,3,5,Sã¡bado
20230806,2023-08-06,2023,8,Agosto,6,3,6,Domingo
20230807,2023-08-07,2023,8,Agosto,7,3,0,Lunes
20230808,2023-08-08,2023,8,Agosto,8,3,1,Martes
20230809,2023-08-09,2023,8,Agosto,9,3,2,Miã©rcoles
20230810,2023-08-10,2023,8,Agosto,10,3,3,Jueves
20230811,2023-08-11,2023,8,Agosto,11,3,4,Viernes
20230812,2023-08-12,2023,8,Agosto,12,3,5,Sã¡bado
20230813,2023-08-13,2023,8,Agosto,13,3,6,Domingo
20230814,2023-08-14,2023,8,Agosto,14,3,0,Lunes
20230815,2023-08-15,2023,8,Agosto,15,3,1,Martes
20230816,2023-08-16,2023,8,Agosto,16,3,2,Miã©rcoles
20230817,2023-08-17,2023,8,Agosto,17,3,3,Jueves
20230818,2023-08-18,2023,8,Agosto,18,3,4,Viernes
20230819,2023-08-19,2023,8,Agosto,19,3,5,Sã¡bado
20230820,2023-08-20,2023,8,Agosto,20,3,6,Domingo
20230821,2023-08-21,2023,8,Agosto,21,3,0,Lunes
20230822,2023-08-22,2023,8,Agosto,22,3,1,Martes
20230823,2023-08-23,2023,8,Agosto,23,3,2,Miã©rcoles
20230824,2023-08-24,2023,8,Agosto,24,3,3,Jueves
20230825,2023-08-25,2023,8,Agosto,25,3,4,Viernes
20230826,2023-08-26,2023,8,Agosto,26,3,5,Sã¡bado
20230827,2023-08-27,2023,8,Agosto,27,3,6,Domingo
20230828,2023-08-28,2023,8,Agosto,28,3,0,Lunes
20230829,2023-08-29,2023,8,Agosto,29,3,1,Martes
20230830,2023-08-30,2023,8,Agosto,30,3,2,Miã©rcoles
20230831,2023-08-31,2023,8,Agosto,31,3,3,Jueves
20230901,2023-09-01,2023,9,Septiembre,1,3,4,Viernes
20230902,2023-09-02,2023,9,Septiembre,2,3,5,Sã¡bado
20230903,2023-09-03,2023,9,Septiembre,3,3,6,Domingo
20230904,2023-09-04,2023,9,Septiembre,4,3,0,Lunes
20230905,2023-09-05,2023,9,Septiembre,5,3,1,Martes
20230906,2023-09-06,2023,9,Septiembre,6,3,2,Miã©rcoles
20230907,2023-09-07,2023,9,Septiembre,7,3,3,Jueves
20230908,2023-09-08,2023,9,Septiembre,8,3,4,Viernes
20230909,2023-09-09,2023,9,Septiembre,9,3,5,Sã¡bado
20230910,2023-09-10,2023,9,Septiembre,10,3,6,Domingo
20230911,2023-09-11,2023,9,Septiembre,11,3,0,Lunes
20230912,2023-09-12,2023,9,Septiembre,12,3,1,Martes
20230913,2023-09-13,2023,9,Septiembre,13,3,2,Miã©rcoles
20230914,2023-09-14,2023,9,Septiembre,14,3,3,Jueves
20230915,2023-09-15,2023,9,Septiembre,15,3,4,Viernes
20230916,2023-09-16,2023,9,Septiembre,16,3,5,Sã¡bado
20230917,2023-09-17,2023,9,Septiembre,17,3,6,Domingo
20230918,2023-09-18,2023,9,Septiembre,18,3,0,Lunes
20230919,2023-09-19,2023,9,Septiembre,19,3,1,Martes
20230920,2023-09-20,2023,9,Septiembre,20,3,2,Miã©rcoles
20230921,2023-09-21,2023,9,Septiembre,21,3,3,Jueves
20230922,2023-09-22,2023,9,Septiembre,22,3,4,Viernes
20230923,2023-09-23,2023,9,Septiembre,23,3,5,Sã¡bado
20230924,2023-09-24,2023,9,Septiembre,24,3,6,Domingo
20230925,2023-09-25,2023,9,Septiembre,25,3,0,Lunes
20230926,2023-09-26,2023,9,Septiembre,26,3,1,Martes
20230927,2023-09-27,2023,9,Septiembre,27,3,2,Miã©rcoles
20230928,2023-09-28,2023,9,Septiembre,28,3,3,Jueves
20230929,2023-09-29,2023,9,Septiembre,29,3,4,Viernes
20230930,2023-09-30,2023,9,Septiembre,30,3,5,Sã¡bado
20231001,2023-10-01,2023,10,Octubre,1,4,6,Domingo
20231002,2023-10-02,2023,10,Octubre,2,4,0,Lunes
20231003,2023-10-03,2023,10,Octubre,3,4,1,Martes
20231004,2023-10-04,2023,10,Octubre,4,4,2,Miã©rcoles
20231005,2023-10-05,2023,10,Octubre,5,4,3,Jueves
20231006,2023-10-06,2023,10,Octubre,6,4,4,Viernes
20231007,2023-10-07,2023,10,Octubre,7,4,5,Sã¡bado
20231008,2023-10-08,2023,10,Octubre,8,4,6,Domingo
20231009,2023-10-09,2023,10,Octubre,9,4,0,Lunes
20231010,2023-10-10,2023,10,Octubre,10,4,1,Martes
20231011,2023-10-11,2023,10,Octubre,11,4,2,Miã©rcoles
20231012,2023-10-12,2023,10,Octubre,12,4,3,Jueves
20231013,2023-10-13,2023,10,Octubre,13,4,4,Viernes
20231014,2023-10-14,2023,10,Octubre,14,4,5,Sã¡bado
20231015,2023-10-15,2023,10,Octubre,15,4,6,Domingo
20231016,2023-10-16,2023,10,Octubre,16,4,0,Lunes
20231017,2023-10-17,2023,10,Octubre,17,4,1,Martes
20231018,2023-10-18,2023,10,Octubre,18,4,2,Miã©rcoles
20231019,2023-10-19,2023,10,Octubre,19,4,3,Jueves
20231020,2023-10-20,2023,10,Octubre,20,4,4,Viernes
20231021,2023-10-21,2023,10,Octubre,21,4,5,Sã¡bado
20231022,2023-10-22,2023,10,Octubre,22,4,6,Domingo
20231023,2023-10-23,2023,10,Octubre,23,4,0,Lunes
20231024,2023-10-24,2023,10,Octubre,24,4,1,Martes
20231025,2023-10-25,2023,10,Octubre,25,4,2,Miã©rcoles
20231026,2023-10-26,2023,10,Octubre,26,4,3,Jueves
20231027,2023-10-27,2023,10,Octubre,27,4,4,Viernes
20231028,2023-10-28,2023,10,Octubre,28,4,5,Sã¡bado
20231029,2023-10-29,2023,10,Octubre,29,4,6,Domingo
20231030,2023-10-30,2023,10,Octubre,30,4,0,Lunes
20231031,2023-10-31,2023,10,Octubre,31,4,1,Martes
20231101,2023-11-01,2023,11,Noviembre,1,4,2,Miã©rcoles
20231102,2023-11-02,2023,11,Noviembre,2,4,3,Jueves
20231103,2023-11-03,2023,11,Noviembre,3,4,4,Viernes
20231104,2023-11-04,2023,11,Noviembre,4,4,5,Sã¡bado
20231105,2023-11-05,2023,11,Noviembre,5,4,6,Domingo
20231106,2023-11-06,2023,11,Noviembre,6,4,0,Lunes
20231107,2023-11-07,2023,11,Noviembre,7,4,1,Martes
20231108,2023-11-08,2023,11,Noviembre,8,4,2,Miã©rcoles
20231109,2023-11-09,2023,11,Noviembre,9,4,3,Jueves
20231110,2023-11-10,2023,11,Noviembre,10,4,4,Viernes
20231111,2023-11-11,2023,11,Noviembre,11,4,5,Sã¡bado
20231112,2023-11-12,2023,11,Noviembre,12,4,6,Domingo
20231113,2023-11-13,2023,11,Noviembre,13,4,0,Lunes
20231114,2023-11-14,2023,11,Noviembre,14,4,1,Martes
20231115,2023-11-15,2023,11,Noviembre,15,4,2,Miã©rcoles
20231116,2023-11-16,2023,11,Noviembre,16,4,3,Jueves
20231117,2023-11-17,2023,11,Noviembre,17,4,4,Viernes
20231118,2023-11-18,2023,11,Noviembre,18,4,5,Sã¡bado
20231119,2023-11-19,2023,11,Noviembre,19,4,6,Domingo
20231120,2023-11-20,2023,11,Noviembre,20,4,0,Lunes
20231121,2023-11-21,2023,11,Noviembre,21,4,1,Martes
20231122,2023-11-22,2023,11,Noviembre,22,4,2,Miã©rcoles
20231123,2023-11-23,2023,11,Noviembre,23,4,3,Jueves
20231124,2023-11-24,2023,11,Noviembre,24,4,4,Viernes
20231125,2023-11-25,2023,11,Noviembre,25,4,5,Sã¡bado
20231126,2023-11-26,2023,11,Noviembre,26,4,6,Domingo
20231127,2023-11-27,2023,11,Noviembre,27,4,0,Lunes
20231128,2023-11-28,2023,11,Noviembre,28,4,1,Martes
20231129,2023-11-29,2023,11,Noviembre,29,4,2,Miã©rcoles
20231130,2023-11-30,2023,11,Noviembre,30,4,3,Jueves
20231201,2023-12-01,2023,12,Diciembre,1,4,4,Viernes
20231202,2023-12-02,2023,12,Diciembre,2,4,5,Sã¡bado
20231203,2023-12-03,2023,12,Diciembre,3,4,6,Domingo
20231204,2023-12-04,2023,12,Diciembre,4,4,0,Lunes
20231205,2023-12-05,2023,12,Diciembre,5,4,1,Martes
20231206,2023-12-06,2023,12,Diciembre,6,4,2,Miã©rcoles
20231207,2023-12-07,2023,12,Diciembre,7,4,3,Jueves
20231208,2023-12-08,2023,12,Diciembre,8,4,4,Viernes
20231209,2023-12-09,2023,12,Diciembre,9,4,5,Sã¡bado
20231210,2023-12-10,2023,12,Diciembre,10,4,6,Domingo
20231211,2023-12-11,2023,12,Diciembre,11,4,0,Lunes
20231212,2023-12-12,2023,12,Diciembre,12,4,1,Martes
20231213,2023-12-13,2023,12,Diciembre,13,4,2,Miã©rcoles
20231214,2023-12-14,2023,12,Diciembre,14,4,3,Jueves
20231215,2023-12-15,2023,12,Diciembre,15,4,4,Viernes
20231216,2023-12-16,2023,12,Diciembre,16,4,5,Sã¡bado
20231217,2023-12-17,2023,12,Diciembre,17,4,6,Domingo
20231218,2023-12-18,2023,12,Diciembre,18,4,0,Lunes
20231219,2023-12-19,2023,12,Diciembre,19,4,1,Martes
20231220,2023-12-20,2023,12,Diciembre,20,4,2,Miã©rcoles
20231221,2023-12-21,2023,12,Diciembre,21,4,3,Jueves
20231222,2023-12-22,2023,12,Diciembre,22,4,4,Viernes
20231223,2023-12-23,2023,12,Diciembre,23,4,5,Sã¡bado
20231224,2023-12-24,2023,12,Diciembre,24,4,6,Domingo
20231225,2023-12-25,2023,12,Diciembre,25,4,0,Lunes
20231226,2023-12-26,2023,12,Diciembre,26,4,1,Martes
20231227,2023-12-27,2023,12,Diciembre,27,4,2,Miã©rcoles
20231228,2023-12-28,2023,12,Diciembre,28,4,3,Jueves
20231229,2023-12-29,2023,12,Diciembre,29,4,4,Viernes
20231230,2023-12-30,2023,12,Diciembre,30,4,5,Sã¡bado
20231231,2023-12-31,2023,12,Diciembre,31,4,6,Domingo
20240101,2024-01-01,2024,1,Enero,1,1,0,Lunes
20240102,2024-01-02,2024,1,Enero,2,1,1,Martes
20240103,2024-01-03,2024,1,Enero,3,1,2,Miã©rcoles
20240104,2024-01-04,2024,1,Enero,4,1,3,Jueves
20240105,2024-01-05,2024,1,Enero,5,1,4,Viernes
20240106,2024-01-06,2024,1,Enero,6,1,5,Sã¡bado
20240107,2024-01-07,2024,1,Enero,7,1,6,Domingo
20240108,2024-01-08,2024,1,Enero,8,1,0,Lunes
20240109,2024-01-09,2024,1,Enero,9,1,1,Martes
20240110,2024-01-10,2024,1,Enero,10,1,2,Miã©rcoles
20240111,2024-01-11,2024,1,Enero,11,1,3,Jueves
20240112,2024-01-12,2024,1,Enero,12,1,4,Viernes
20240113,2024-01-13,2024,1,Enero,13,1,5,Sã¡bado
20240114,2024-01-14,2024,1,Enero,14,1,6,Domingo
20240115,2024-01-15,2024,1,Enero,15,1,0,Lunes
20240116,2024-01-16,2024,1,Enero,16,1,1,Martes
20240117,2024-01-17,2024,1,Enero,17,1,2,Miã©rcoles
20240118,2024-01-18,2024,1,Enero,18,1,3,Jueves
20240119,2024-01-19,2024,1,Enero,19,1,4,Viernes
20240120,2024-01-20,2024,1,Enero,20,1,5,Sã¡bado
20240121,2024-01-21,2024,1,Enero,21,1,6,Domingo
20240122,2024-01-22,2024,1,Enero,22,1,0,Lunes
20240123,2024-01-23,2024,1,Enero,23,1,1,Martes
20240124,2024-01-24,2024,1,Enero,24,1,2,Miã©rcoles
20240125,2024-01-25,2024,1,Enero,25,1,3,Jueves
20240126,2024-01-26,2024,1,Enero,26,1,4,Viernes
20240127,2024-01-27,2024,1,Enero,27,1,5,Sã¡bado
20240128,2024-01-28,2024,1,Enero,28,1,6,Domingo
20240129,2024-01-29,2024,1,Enero,29,1,0,Lunes
20240130,2024-01-30,2024,1,Enero,30,1,1,Martes
20240131,2024-01-31,2024,1,Enero,31,1,2,Miã©rcoles
20240201,2024-02-01,2024,2,Febrero,1,1,3,Jueves
20240202,2024-02-02,2024,2,Febrero,2,1,4,Viernes
20240203,2024-02-03,2024,2,Febrero,3,1,5,Sã¡bado
20240204,2024-02-04,2024,2,Febrero,4,1,6,Domingo
20240205,2024-02-05,2024,2,Febrero,5,1,0,Lunes
20240206,2024-02-06,2024,2,Febrero,6,1,1,Martes
20240207,2024-02-07,2024,2,Febrero,7,1,2,Miã©rcoles
20240208,2024-02-08,2024,2,Febrero,8,1,3,Jueves
20240209,2024-02-09,2024,2,Febrero,9,1,4,Viernes
20240210,2024-02-10,2024,2,Febrero,10,1,5,Sã¡bado
20240211,2024-02-11,2024,2,Febrero,11,1,6,Domingo
20240212,2024-02-12,2024,2,Febrero,12,1,0,Lunes
20240213,2024-02-13,2024,2,Febrero,13,1,1,Martes
20240214,2024-02-14,2024,2,Febrero,14,1,2,Miã©rcoles
20240215,2024-02-15,2024,2,Febrero,15,1,3,Jueves
20240216,2024-02-16,2024,2,Febrero,16,1,4,Viernes
20240217,2024-02-17,2024,2,Febrero,17,1,5,Sã¡bado
20240218,2024-02-18,2024,2,Febrero,18,1,6,Domingo
20240219,2024-02-19,2024,2,Febrero,19,1,0,Lunes
20240220,2024-02-20,2024,2,Febrero,20,1,1,Martes
20240221,2024-02-21,2024,2,Febrero,21,1,2,Miã©rcoles
20240222,2024-02-22,2024,2,Febrero,22,1,3,Jueves
20240223,2024-02-23,2024,2,Febrero,23,1,4,Viernes
20240224,2024-02-24,2024,2,Febrero,24,1,5,Sã¡bado
20240225,2024-02-25,2024,2,Febrero,25,1,6,Domingo
20240226,2024-02-26,2024,2,Febrero,26,1,0,Lunes
20240227,2024-02-27,2024,2,Febrero,27,1,1,Martes
20240228,2024-02-28,2024,2,Febrero,28,1,2,Miã©rcoles
