order_id,tiempo_id,cliente_sk,canal_id,store_id,geografia_billing_sk,geografia_shipping_sk,subtotal,tax_amount,shipping_fee,total_amount,status,currency_code
1000000049,20240811.0,1360,2,2.0,178.0,2,40500.0,8505.0,0.0,49005.0,FULFILLED,ARS
1000000050,20240725.0,1423,1,,1107.0,665,28500.0,5985.0,1200.0,35685.0,FULFILLED,ARS
1000000051,20240915.0,741,1,,1344.0,1867,30870.0,6482.7,900.0,38252.7,FULFILLED,ARS
1000000052,20241104.0,969,1,,,1612,70560.0,14817.6,0.0,85377.6,FULFILLED,ARS
1000000053,20240810.0,729,1,,2599.0,458,27000.0,5670.0,900.0,33570.0,CANCELLED,ARS
1000000054,20240316.0,251,2,4.0,2469.0,4,12348.0,2593.08,0.0,14941.08,PAID,ARS
1000000055,,1087,2,1.0,2309.0,1,42750.0,8977.5,0.0,51727.5,PAID,ARS
1000000056,,659,1,,2450.0,1891,71025.0,14915.25,1200.0,87140.25,FULFILLED,ARS
1000000057,20250221.0,338,2,4.0,630.0,4,28425.0,5969.25,0.0,34394.25,FULFILLED,ARS
1000000058,20240921.0,1068,1,,3.0,2075,43350.0,9103.5,1500.0,53953.5,CANCELLED,ARS
1000000059,20240701.0,958,1,,1977.0,2539,64200.0,13482.0,0.0,77682.0,FULFILLED,ARS
1000000060,20240225.0,428,2,4.0,337.0,4,29160.0,6123.6,0.0,35283.6,CANCELLED,ARS
1000000061,20250301.0,1337,1,,298.0,88,12000.0,2520.0,1200.0,15720.0,FULFILLED,ARS
1000000062,20241223.0,1442,2,3.0,696.0,3,45000.0,9450.0,0.0,54450.0,FULFILLED,ARS
1000000063,20240530.0,939,1,,3172.0,410,37044.0,7779.24,1500.0,46323.24,FULFILLED,ARS
1000000064,,1409,1,,3175.0,311,14850.0,3118.5,1200.0,19168.5,FULFILLED,ARS
1000000065,20240917.0,1062,1,,2637.0,1403,35280.0,7408.8,1200.0,43888.8,FULFILLED,ARS
1000000066,20240126.0,988,1,,1191.0,138,35280.0,7408.8,1200.0,43888.8,CANCELLED,ARS
1000000067,,778,1,,1602.0,1252,14700.0,3087.0,900.0,18687.0,REFUNDED,ARS
1000000068,20241201.0,77,1,,1747.0,624,84435.0,17731.35,0.0,102166.35,PAID,ARS
1000000069,20240612.0,700,1,,1472.0,480,44100.0,9261.0,0.0,53361.0,FULFILLED,ARS
1000000070,,425,1,,2747.0,432,12000.0,2520.0,900.0,15420.0,PAID,ARS
1000000071,20240722.0,1271,2,3.0,1522.0,3,11760.0,2469.6,0.0,14229.6,FULFILLED,ARS
1000000072,20240202.0,1129,1,,2125.0,2540,12825.0,2693.25,1500.0,17018.25,PAID,ARS
1000000073,20241207.0,1224,1,,485.0,1123,15435.0,3241.35,900.0,19576.35,PAID,ARS
1000000074,20241214.0,446,1,,3072.0,2068,56340.0,11831.4,900.0,69071.4,FULFILLED,ARS
1000000075,,867,1,,1944.0,2685,29400.0,6174.0,900.0,36474.0,FULFILLED,ARS
1000000076,20240301.0,127,1,,423.0,3189,23520.0,4939.2,1200.0,29659.2,FULFILLED,ARS
1000000077,20241204.0,874,2,1.0,208.0,1,23520.0,4939.2,0.0,28459.2,PAID,ARS
1000000078,20250109.0,814,1,,374.0,2367,40650.0,8536.5,0.0,49186.5,FULFILLED,ARS
1000000079,,1189,1,,2306.0,840,32400.0,6804.0,1200.0,40404.0,PAID,ARS
1000000080,20241111.0,584,1,,2170.0,69,14700.0,3087.0,900.0,18687.0,FULFILLED,ARS
1000000081,20250202.0,1433,1,,2160.0,953,52800.0,11088.0,900.0,64788.0,FULFILLED,ARS
1000000082,,670,1,,2091.0,3103,34200.0,7182.0,1200.0,42582.0,FULFILLED,ARS
1000000083,20240210.0,464,1,,2869.0,842,38100.0,8001.0,1200.0,47301.0,REFUNDED,ARS
1000000084,20241125.0,535,1,,,153,15000.0,3150.0,900.0,19050.0,PAID,ARS
1000000085,20250301.0,655,1,,2539.0,2185,12348.0,2593.08,1500.0,16441.08,FULFILLED,ARS
1000000086,,833,1,,855.0,2251,10800.0,2268.0,1200.0,14268.0,FULFILLED,ARS
1000000087,20241213.0,490,1,,1319.0,1449,11400.0,2394.0,1200.0,14994.0,CANCELLED,ARS
1000000088,20240203.0,360,1,,104.0,1460,56400.0,11844.0,900.0,69144.0,FULFILLED,ARS
1000000089,,1227,1,,2146.0,1176,14250.0,2992.5,1200.0,18442.5,FULFILLED,ARS
1000000090,20240127.0,624,1,,2890.0,38,36825.0,7733.25,900.0,45458.25,FULFILLED,ARS
1000000091,20240217.0,228,1,,1743.0,2302,91192.5,19150.42,0.0,110342.92,FULFILLED,ARS
1000000092,20240613.0,770,1,,530.0,776,30000.0,6300.0,900.0,37200.0,FULFILLED,ARS
1000000093,20241114.0,54,2,2.0,2329.0,2,84675.0,17781.75,0.0,102456.75,FULFILLED,ARS
1000000094,20241227.0,1006,2,4.0,2237.0,4,74700.0,15687.0,0.0,90387.0,PAID,ARS
1000000095,,247,1,,1236.0,1295,48510.0,10187.1,1200.0,59897.1,FULFILLED,ARS
1000000096,,1127,2,3.0,1319.0,3,35280.0,7408.8,0.0,42688.8,FULFILLED,ARS
1000000097,20240612.0,757,2,2.0,2453.0,2,15435.0,3241.35,0.0,18676.35,FULFILLED,ARS
1000000098,20250116.0,520,1,,3135.0,2447,35910.0,7541.1,900.0,44351.1,FULFILLED,ARS
1000000099,20240227.0,258,1,,1515.0,228,12000.0,2520.0,0.0,14520.0,FULFILLED,ARS
1000000100,20240730.0,467,1,,1636.0,1889,23148.0,4861.08,900.0,28909.08,CANCELLED,ARS
1000000101,20240330.0,3,1,,2640.0,223,36000.0,7560.0,900.0,44460.0,PAID,ARS
1000000102,20241119.0,334,1,,2620.0,2867,35280.0,7408.8,1200.0,43888.8,FULFILLED,ARS
1000000103,20240325.0,802,2,3.0,553.0,3,30780.0,6463.8,0.0,37243.8,CREATED,ARS
1000000104,20240323.0,999,1,,255.0,3052,30000.0,6300.0,1200.0,37500.0,REFUNDED,ARS
1000000105,20240512.0,176,1,,462.0,2444,21600.0,4536.0,1200.0,27336.0,FULFILLED,ARS
1000000106,20250208.0,801,1,,607.0,2960,15000.0,3150.0,900.0,19050.0,FULFILLED,ARS
1000000107,20240522.0,1113,1,,751.0,1947,34020.0,7144.2,900.0,42064.2,FULFILLED,ARS
1000000108,,810,2,4.0,,4,46305.0,9724.05,0.0,56029.05,FULFILLED,ARS
1000000109,20240422.0,581,2,4.0,704.0,4,33000.0,6930.0,0.0,39930.0,FULFILLED,ARS
1000000110,,1284,2,2.0,3026.0,2,68070.0,14294.7,0.0,82364.7,CANCELLED,ARS
1000000111,20241220.0,1333,1,,2902.0,1880,15435.0,3241.35,1200.0,19876.35,FULFILLED,ARS
1000000112,20250228.0,24,2,2.0,806.0,2,76770.0,16121.7,0.0,92891.7,PAID,ARS
1000000113,20240121.0,1222,2,1.0,1895.0,1,12936.0,2716.56,0.0,15652.56,CANCELLED,ARS
1000000114,20240917.0,63,2,1.0,2180.0,1,9720.0,2041.2,0.0,11761.2,PAID,ARS
1000000115,20240219.0,1078,1,,2864.0,3,21600.0,4536.0,1500.0,27636.0,REFUNDED,ARS
1000000116,20240701.0,1091,1,,2787.0,2613,39600.0,8316.0,1200.0,49116.0,FULFILLED,ARS
1000000117,20250119.0,524,1,,3173.0,1258,24000.0,5040.0,1200.0,30240.0,FULFILLED,ARS
1000000118,,1229,1,,1458.0,2394,38808.0,8149.68,900.0,47857.68,FULFILLED,ARS
1000000119,,458,2,4.0,2845.0,4,14700.0,3087.0,0.0,17787.0,FULFILLED,ARS
1000000120,20240418.0,68,1,,1466.0,1657,11760.0,2469.6,0.0,14229.6,FULFILLED,ARS
1000000121,20241220.0,959,2,4.0,2706.0,4,37620.0,7900.2,0.0,45520.2,FULFILLED,ARS
1000000122,,356,2,1.0,3167.0,1,36000.0,7560.0,0.0,43560.0,FULFILLED,ARS
1000000123,,530,1,,1284.0,5,14700.0,3087.0,1200.0,18987.0,CANCELLED,ARS
1000000124,20240206.0,1420,1,,1268.0,3008,54684.0,11483.64,1200.0,67367.64,FULFILLED,ARS
1000000125,20240709.0,279,2,3.0,954.0,3,51300.0,10773.0,0.0,62073.0,FULFILLED,ARS
1000000126,20240612.0,779,2,3.0,206.0,3,15000.0,3150.0,0.0,18150.0,FULFILLED,ARS
1000000127,20240228.0,1383,1,,3141.0,2117,56850.0,11938.5,1200.0,69988.5,FULFILLED,ARS
1000000128,,1189,1,,885.0,1356,82620.0,17350.2,1500.0,101470.2,CANCELLED,ARS
1000000129,,1016,1,,1995.0,3040,62280.0,13078.8,1500.0,76858.8,FULFILLED,ARS
1000000130,,595,2,3.0,164.0,3,12150.0,2551.5,0.0,14701.5,PAID,ARS
1000000131,20240125.0,902,2,4.0,2020.0,4,39600.0,8316.0,0.0,47916.0,FULFILLED,ARS
1000000132,20240726.0,317,1,,2601.0,2546,26460.0,5556.6,1200.0,33216.6,FULFILLED,ARS
1000000133,20240614.0,1229,2,2.0,,2,15000.0,3150.0,0.0,18150.0,FULFILLED,ARS
1000000134,20240106.0,279,2,3.0,63.0,3,62280.0,13078.8,0.0,75358.8,FULFILLED,ARS
1000000135,20240530.0,1498,2,4.0,2609.0,4,33000.0,6930.0,0.0,39930.0,PAID,ARS
1000000136,20250120.0,140,1,,2026.0,1773,28500.0,5985.0,0.0,34485.0,FULFILLED,ARS
1000000137,20241115.0,1115,1,,462.0,2545,11760.0,2469.6,0.0,14229.6,PAID,ARS
1000000138,20240103.0,1240,1,,1477.0,1704,34200.0,7182.0,1500.0,42882.0,PAID,ARS
1000000139,20240406.0,590,1,,1328.0,1036,13500.0,2835.0,1200.0,17535.0,FULFILLED,ARS
1000000140,20250217.0,645,2,3.0,1878.0,3,13230.0,2778.3,0.0,16008.3,FULFILLED,ARS
1000000141,20241130.0,545,2,1.0,2477.0,1,11880.0,2494.8,0.0,14374.8,REFUNDED,ARS
1000000142,,1208,1,,3064.0,1955,50706.0,10648.26,1500.0,62854.26,REFUNDED,ARS
1000000143,20240606.0,551,2,1.0,1113.0,1,66600.0,13986.0,0.0,80586.0,FULFILLED,ARS
1000000144,20240209.0,569,2,1.0,214.0,1,29700.0,6237.0,0.0,35937.0,CANCELLED,ARS
1000000145,,1305,1,,,3178,30000.0,6300.0,1500.0,37800.0,FULFILLED,ARS
1000000146,20240505.0,280,1,,194.0,2731,82687.5,17364.38,900.0,100951.88,FULFILLED,ARS
1000000147,20241207.0,1338,1,,,1472,59340.0,12461.4,900.0,72701.4,FULFILLED,ARS
1000000148,,84,1,,592.0,2447,35280.0,7408.8,1200.0,43888.8,FULFILLED,ARS
1000000149,20250121.0,655,1,,81.0,1117,13500.0,2835.0,900.0,17235.0,FULFILLED,ARS
1000000150,,513,2,4.0,3049.0,4,32340.0,6791.4,0.0,39131.4,FULFILLED,ARS
1000000151,20240416.0,884,2,3.0,849.0,3,35280.0,7408.8,0.0,42688.8,FULFILLED,ARS
1000000152,20240108.0,385,2,2.0,1553.0,2,9720.0,2041.2,0.0,11761.2,FULFILLED,ARS
1000000153,,723,2,2.0,752.0,2,10800.0,2268.0,0.0,13068.0,CANCELLED,ARS
1000000154,20240701.0,110,2,1.0,2113.0,1,42525.0,8930.25,0.0,51455.25,PAID,ARS
1000000155,20240212.0,1197,1,,2708.0,3125,12000.0,2520.0,900.0,15420.0,FULFILLED,ARS
1000000156,20241029.0,833,2,2.0,1194.0,2,42750.0,8977.5,0.0,51727.5,FULFILLED,ARS
1000000157,20250126.0,371,2,3.0,1185.0,3,59250.0,12442.5,0.0,71692.5,CANCELLED,ARS
1000000158,20240424.0,905,2,1.0,1807.0,1,30000.0,6300.0,0.0,36300.0,FULFILLED,ARS
1000000159,20240714.0,389,1,,3180.0,307,12348.0,2593.08,1200.0,16141.08,FULFILLED,ARS
1000000160,20240613.0,1299,2,4.0,,4,29400.0,6174.0,0.0,35574.0,FULFILLED,ARS
1000000161,20241021.0,725,1,,,2912,45000.0,9450.0,900.0,55350.0,FULFILLED,ARS
1000000162,,645,2,4.0,161.0,4,22800.0,4788.0,0.0,27588.0,PAID,ARS
1000000163,20240224.0,584,1,,984.0,136,21600.0,4536.0,900.0,27036.0,FULFILLED,ARS
1000000164,20250222.0,436,1,,3083.0,2762,63000.0,13230.0,900.0,77130.0,FULFILLED,ARS
1000000165,,293,1,,2895.0,2361,23520.0,4939.2,1500.0,29959.2,FULFILLED,ARS
1000000166,,1065,1,,,2496,43425.0,9119.25,1200.0,53744.25,FULFILLED,ARS
1000000167,20250118.0,1234,1,,1645.0,2706,47085.0,9887.85,1200.0,58172.85,CANCELLED,ARS
1000000168,20240226.0,400,1,,2133.0,2527,40500.0,8505.0,1200.0,50205.0,CANCELLED,ARS
1000000169,20240708.0,251,1,,,1329,10800.0,2268.0,1200.0,14268.0,FULFILLED,ARS
1000000170,20240329.0,764,2,4.0,,4,30000.0,6300.0,0.0,36300.0,PAID,ARS
1000000171,20250227.0,1490,1,,2733.0,2557,11760.0,2469.6,1200.0,15429.6,CREATED,ARS
1000000172,20240507.0,181,1,,607.0,1805,22800.0,4788.0,900.0,28488.0,FULFILLED,ARS
1000000173,,693,1,,1849.0,1635,31500.0,6615.0,1200.0,39315.0,FULFILLED,ARS
1000000174,20240907.0,672,2,2.0,2475.0,2,11760.0,2469.6,0.0,14229.6,FULFILLED,ARS
1000000175,20240531.0,786,1,,1699.0,2161,12000.0,2520.0,900.0,15420.0,PAID,ARS
1000000176,20250225.0,1347,2,2.0,1260.0,2,14850.0,3118.5,0.0,17968.5,FULFILLED,ARS
1000000177,20241123.0,628,1,,,868,12825.0,2693.25,1200.0,16718.25,FULFILLED,ARS
1000000178,,1485,2,2.0,3036.0,2,13500.0,2835.0,0.0,16335.0,PAID,ARS
1000000179,,805,1,,1866.0,2735,72600.0,15246.0,900.0,88746.0,FULFILLED,ARS
1000000180,20240521.0,445,1,,2685.0,753,25200.0,5292.0,1200.0,31692.0,FULFILLED,ARS
1000000181,20241112.0,560,1,,2249.0,83,23520.0,4939.2,900.0,29359.2,FULFILLED,ARS
1000000182,20240908.0,403,1,,1525.0,2607,25080.0,5266.8,1200.0,31546.8,FULFILLED,ARS
1000000183,20241026.0,693,2,1.0,1838.0,1,27000.0,5670.0,0.0,32670.0,PAID,ARS
1000000184,,274,2,2.0,2613.0,2,13500.0,2835.0,0.0,16335.0,PAID,ARS
1000000185,20240718.0,804,1,,600.0,944,59844.0,12567.24,1200.0,73611.24,FULFILLED,ARS
1000000186,20240730.0,1495,1,,2585.0,1364,11400.0,2394.0,900.0,14694.0,FULFILLED,ARS
1000000187,20250212.0,48,2,1.0,2002.0,1,32400.0,6804.0,0.0,39204.0,REFUNDED,ARS
1000000188,,661,2,3.0,2869.0,3,27000.0,5670.0,0.0,32670.0,FULFILLED,ARS
1000000189,20240502.0,984,1,,3020.0,1812,37044.0,7779.24,900.0,45723.24,PAID,ARS
1000000190,20240605.0,1384,1,,1811.0,1972,11760.0,2469.6,0.0,14229.6,PAID,ARS
1000000191,,788,1,,1179.0,206,88344.0,18552.24,0.0,106896.24,CANCELLED,ARS
1000000192,20240308.0,456,2,2.0,1133.0,2,12000.0,2520.0,0.0,14520.0,PAID,ARS
1000000193,20240215.0,427,1,,,695,32400.0,6804.0,1200.0,40404.0,FULFILLED,ARS
1000000194,,866,1,,913.0,2574,45000.0,9450.0,0.0,54450.0,FULFILLED,ARS
1000000195,20250228.0,371,1,,352.0,600,45840.0,9626.4,1200.0,56666.4,FULFILLED,ARS
1000000196,,1000,1,,1481.0,1384,30000.0,6300.0,1200.0,37500.0,FULFILLED,ARS
1000000197,20240409.0,1404,1,,2536.0,795,10800.0,2268.0,1200.0,14268.0,FULFILLED,ARS
1000000198,20240203.0,1159,1,,,788,29160.0,6123.6,900.0,36183.6,FULFILLED,ARS
1000000199,,1040,1,,,2797,48000.0,10080.0,1200.0,59280.0,FULFILLED,ARS
1000000200,20240925.0,464,1,,2887.0,2537,21600.0,4536.0,900.0,27036.0,FULFILLED,ARS
1000000201,20241116.0,166,1,,1631.0,2941,40950.0,8599.5,1200.0,50749.5,REFUNDED,ARS
1000000202,,1056,2,3.0,1262.0,3,36000.0,7560.0,0.0,43560.0,FULFILLED,ARS
1000000203,20241117.0,925,2,3.0,2299.0,3,32400.0,6804.0,0.0,39204.0,FULFILLED,ARS
1000000204,20250127.0,488,1,,678.0,257,40500.0,8505.0,1200.0,50205.0,CANCELLED,ARS
1000000205,20240930.0,903,1,,459.0,898,14700.0,3087.0,0.0,17787.0,FULFILLED,ARS
1000000206,,70,1,,1448.0,1092,23520.0,4939.2,1200.0,29659.2,PAID,ARS
1000000207,,1459,1,,,1330,12348.0,2593.08,900.0,15841.08,FULFILLED,ARS
1000000208,,500,2,2.0,1838.0,2,44550.0,9355.5,0.0,53905.5,FULFILLED,ARS
1000000209,,361,1,,370.0,1297,25200.0,5292.0,1200.0,31692.0,FULFILLED,ARS
1000000210,,476,1,,683.0,2590,13500.0,2835.0,1500.0,17835.0,FULFILLED,ARS
1000000211,,1400,2,1.0,1780.0,1,66780.0,14023.8,0.0,80803.8,REFUNDED,ARS
1000000212,20250218.0,945,1,,106.0,886,11760.0,2469.6,900.0,15129.6,FULFILLED,ARS
1000000213,20240416.0,1443,1,,1390.0,900,15750.0,3307.5,1500.0,20557.5,FULFILLED,ARS
1000000214,20240719.0,1430,1,,2114.0,2687,22680.0,4762.8,900.0,28342.8,FULFILLED,ARS
1000000215,20240129.0,1330,1,,613.0,1579,51015.0,10713.15,900.0,62628.15,FULFILLED,ARS
1000000216,,274,1,,3105.0,506,15675.0,3291.75,900.0,19866.75,FULFILLED,ARS
1000000217,20240405.0,1251,2,2.0,455.0,2,59962.5,12592.12,0.0,72554.62,FULFILLED,ARS
1000000218,20240704.0,176,1,,299.0,550,31860.0,6690.6,1200.0,39750.6,FULFILLED,ARS
1000000219,20240612.0,42,2,2.0,1205.0,2,45000.0,9450.0,0.0,54450.0,PAID,ARS
1000000220,,582,1,,1139.0,1933,11400.0,2394.0,900.0,14694.0,FULFILLED,ARS
1000000221,,4,2,1.0,73.0,1,23520.0,4939.2,0.0,28459.2,FULFILLED,ARS
1000000222,20240830.0,569,2,2.0,2286.0,2,21600.0,4536.0,0.0,26136.0,FULFILLED,ARS
1000000223,20241224.0,157,2,1.0,708.0,1,22680.0,4762.8,0.0,27442.8,PAID,ARS
1000000224,,649,1,,230.0,311,40500.0,8505.0,1200.0,50205.0,FULFILLED,ARS
1000000225,,1230,1,,55.0,1403,34020.0,7144.2,0.0,41164.2,FULFILLED,ARS
1000000226,20240716.0,197,1,,3115.0,2867,29160.0,6123.6,1200.0,36483.6,FULFILLED,ARS
1000000227,20240717.0,731,1,,1940.0,2594,35280.0,7408.8,1200.0,43888.8,FULFILLED,ARS
1000000228,,506,1,,2901.0,2647,35280.0,7408.8,900.0,43588.8,FULFILLED,ARS
1000000229,,751,2,2.0,3016.0,2,13500.0,2835.0,0.0,16335.0,CANCELLED,ARS
1000000230,20241229.0,485,1,,201.0,1341,32400.0,6804.0,900.0,40104.0,FULFILLED,ARS
1000000231,20240608.0,823,1,,2287.0,57,47250.0,9922.5,900.0,58072.5,PAID,ARS
1000000232,20250221.0,680,1,,2906.0,1497,36936.0,7756.56,1200.0,45892.56,PAID,ARS
1000000233,20241119.0,417,1,,531.0,2093,15000.0,3150.0,900.0,19050.0,FULFILLED,ARS
1000000234,,677,1,,1685.0,2205,23520.0,4939.2,1200.0,29659.2,FULFILLED,ARS
1000000235,20241002.0,1327,2,2.0,2411.0,2,21600.0,4536.0,0.0,26136.0,CANCELLED,ARS
1000000236,20250104.0,593,2,1.0,,1,24000.0,5040.0,0.0,29040.0,FULFILLED,ARS
1000000237,20241114.0,606,2,1.0,1048.0,1,36000.0,7560.0,0.0,43560.0,FULFILLED,ARS
1000000238,,137,2,2.0,2139.0,2,21168.0,4445.28,0.0,25613.28,PAID,ARS
1000000239,20240220.0,487,1,,1298.0,1637,51660.0,10848.6,900.0,63408.6,FULFILLED,ARS
1000000240,20241020.0,909,1,,179.0,2066,39000.0,8190.0,900.0,48090.0,REFUNDED,ARS
1000000241,20241011.0,179,2,1.0,2962.0,1,59400.0,12474.0,0.0,71874.0,FULFILLED,ARS
1000000242,,183,1,,1611.0,2017,37044.0,7779.24,1200.0,46023.24,CANCELLED,ARS
1000000243,,536,1,,2922.0,827,16500.0,3465.0,0.0,19965.0,FULFILLED,ARS
1000000244,20240913.0,1341,2,1.0,,1,20520.0,4309.2,0.0,24829.2,FULFILLED,ARS
1000000245,,378,2,1.0,,1,40350.0,8473.5,0.0,48823.5,REFUNDED,ARS
1000000246,,548,1,,476.0,537,61650.0,12946.5,0.0,74596.5,CANCELLED,ARS
1000000247,20241202.0,757,1,,116.0,3131,15435.0,3241.35,900.0,19576.35,FULFILLED,ARS
1000000248,20241026.0,522,2,4.0,2139.0,4,10800.0,2268.0,0.0,13068.0,FULFILLED,ARS
1000000249,20240419.0,1384,2,3.0,290.0,3,39600.0,8316.0,0.0,47916.0,FULFILLED,ARS
1000000250,20240921.0,473,1,,1994.0,843,42525.0,8930.25,1500.0,52955.25,FULFILLED,ARS
1000000251,20240315.0,1316,2,3.0,1075.0,3,34200.0,7182.0,0.0,41382.0,FULFILLED,ARS
1000000252,20240302.0,1356,2,1.0,1674.0,1,44100.0,9261.0,0.0,53361.0,FULFILLED,ARS
1000000253,,266,1,,597.0,1464,46296.0,9722.16,0.0,56018.16,REFUNDED,ARS
1000000254,20241013.0,1359,2,2.0,1810.0,2,21168.0,4445.28,0.0,25613.28,FULFILLED,ARS
1000000255,20240813.0,843,1,,1968.0,2933,14700.0,3087.0,900.0,18687.0,FULFILLED,ARS
1000000256,20241001.0,599,1,,83.0,105,23520.0,4939.2,1200.0,29659.2,FULFILLED,ARS
1000000257,,1048,2,1.0,723.0,1,57900.0,12159.0,0.0,70059.0,FULFILLED,ARS
1000000258,20241226.0,319,1,,1480.0,3048,28500.0,5985.0,900.0,35385.0,FULFILLED,ARS
1000000259,,846,1,,661.0,975,25872.0,5433.12,1500.0,32805.12,REFUNDED,ARS
1000000260,20241212.0,1491,1,,3128.0,2539,33000.0,6930.0,1200.0,41130.0,FULFILLED,ARS
1000000261,,79,1,,1306.0,1366,24000.0,5040.0,0.0,29040.0,FULFILLED,ARS
1000000262,20241118.0,748,1,,862.0,3055,35280.0,7408.8,900.0,43588.8,FULFILLED,ARS
