nps_id,cliente_sk,canal_id,tiempo_id,score,comment
13000000060,548,1,20240302,6,Atención muy buena
13000000061,1335,1,20240115,9,Volvería a comprar
13000000062,903,1,20240724,10,
13000000063,807,1,20250426,8,Todo perfecto
13000000064,43,2,20250328,7,Tardó un poco más de lo esperado
13000000065,1189,2,20250430,8,Todo perfecto
13000000066,554,1,20240630,7,Entrega rápida y producto excelente
13000000067,1411,1,20250125,9,Podría mejorar el empaque
13000000068,990,1,20240218,2,Podría mejorar el empaque
13000000069,581,2,20240430,8,Entrega rápida y producto excelente
13000000070,1214,2,20250603,2,Muy conforme con la calidad
13000000071,1182,1,20250604,8,
13000000072,56,2,20241015,9,Muy conforme con la calidad
13000000073,1443,1,20240809,9,Muy conforme con la calidad
13000000074,822,1,20240924,9,Podría mejorar el empaque
13000000075,18,1,20250727,7,Atención muy buena
13000000076,436,1,20241212,8,Podría mejorar el empaque
13000000077,558,2,20240815,9,Volvería a comprar
13000000078,1202,2,20250426,9,Todo perfecto
13000000079,1412,2,20241006,0,Podría mejorar el empaque
13000000080,1336,2,20250302,6,Tardó un poco más de lo esperado
13000000081,1336,1,20250916,7,Muy conforme con la calidad
13000000082,1224,2,20241209,10,
13000000083,859,1,20240728,9,Atención muy buena
13000000084,818,1,20240128,10,Volvería a comprar
13000000085,816,2,20241026,6,Entrega rápida y producto excelente
13000000086,653,1,20241016,9,Muy conforme con la calidad
13000000087,1056,1,20241214,8,Tardó un poco más de lo esperado
13000000088,1037,1,20240205,7,Entrega rápida y producto excelente
13000000089,959,2,20241228,8,Podría mejorar el empaque
13000000090,1406,1,20241228,6,Atención muy buena
13000000091,1296,1,20250702,9,Entrega rápida y producto excelente
13000000092,629,1,20250815,5,Atención muy buena
13000000093,439,2,20240306,4,Tardó un poco más de lo esperado
13000000094,1423,1,20250901,8,Todo perfecto
13000000095,1336,2,20240529,8,Podría mejorar el empaque
13000000096,1453,2,20250824,6,
13000000097,722,1,20240807,8,Podría mejorar el empaque
13000000098,616,1,20240808,10,Volvería a comprar
13000000099,1104,1,20240815,10,Todo perfecto
13000000100,1004,1,20241017,4,Tardó un poco más de lo esperado
13000000101,304,2,20240408,9,Podría mejorar el empaque
13000000102,114,2,20240114,10,Atención muy buena
13000000103,248,2,20241008,9,Entrega rápida y producto excelente
13000000104,208,1,20240518,5,Podría mejorar el empaque
13000000105,445,1,20240120,10,Tardó un poco más de lo esperado
13000000106,1304,2,20240214,10,Volvería a comprar
13000000107,1493,1,20240829,7,Muy conforme con la calidad
13000000108,1123,1,20240822,8,Entrega rápida y producto excelente
13000000109,174,2,20250724,5,Podría mejorar el empaque
13000000110,825,1,20250814,8,Podría mejorar el empaque
13000000111,1120,2,20250615,4,Todo perfecto
13000000112,1101,1,20240112,3,Atención muy buena
13000000113,659,2,20240210,7,Tardó un poco más de lo esperado
13000000114,1379,1,20240123,7,Tardó un poco más de lo esperado
13000000115,550,2,20250920,9,Volvería a comprar
13000000116,1177,1,20240314,7,Todo perfecto
13000000117,1149,1,20250607,9,Todo perfecto
13000000118,236,1,20250602,9,Volvería a comprar
13000000119,226,1,20250203,9,Volvería a comprar
13000000120,850,2,20250210,6,Entrega rápida y producto excelente
13000000121,599,1,20241019,8,Volvería a comprar
13000000122,1230,2,20250817,9,Entrega rápida y producto excelente
13000000123,1177,1,20250310,7,Volvería a comprar
13000000124,728,1,20250119,9,Todo perfecto
13000000125,268,2,20250125,7,Podría mejorar el empaque
13000000126,980,2,20241023,8,Atención muy buena
13000000127,902,2,20240202,5,Muy conforme con la calidad
13000000128,800,2,20240406,4,Podría mejorar el empaque
13000000129,1447,1,20250421,10,Podría mejorar el empaque
13000000130,130,1,20250222,7,Entrega rápida y producto excelente
13000000131,1176,2,20250601,9,Podría mejorar el empaque
13000000132,771,2,20250731,8,Entrega rápida y producto excelente
13000000133,158,1,20241205,0,Atención muy buena
13000000134,811,1,20250612,1,
13000000135,1369,1,20241004,8,Podría mejorar el empaque
13000000136,131,2,20250107,8,Atención muy buena
13000000137,69,2,20240714,9,
13000000138,395,1,20240727,9,Muy conforme con la calidad
13000000139,1106,2,20250306,6,Entrega rápida y producto excelente
13000000140,4,1,20240816,0,Atención muy buena
13000000141,292,1,20250716,7,
13000000142,1467,1,20250124,5,Entrega rápida y producto excelente
13000000143,317,1,20240908,1,Todo perfecto
13000000144,1374,2,20250705,10,Todo perfecto
13000000145,607,1,20240223,6,
13000000146,661,1,20250520,8,
13000000147,315,1,20240530,7,
13000000148,522,2,20241002,0,Podría mejorar el empaque
13000000149,697,1,20241016,2,Entrega rápida y producto excelente
13000000150,1351,1,20250526,5,Todo perfecto
13000000151,1209,2,20250311,9,Tardó un poco más de lo esperado
13000000152,93,1,20240927,8,Tardó un poco más de lo esperado
13000000153,8,2,20250707,8,
13000000154,1487,1,20250208,8,Todo perfecto
13000000155,501,1,20250604,9,
13000000156,949,1,20250705,8,
13000000157,745,1,20250114,10,Atención muy buena
13000000158,58,2,20250916,8,Atención muy buena
13000000159,1226,1,20250507,9,Muy conforme con la calidad
13000000160,952,2,20240331,8,Podría mejorar el empaque
13000000161,1424,1,20250718,7,Podría mejorar el empaque
13000000162,146,1,20250921,8,Volvería a comprar
13000000163,831,1,20250301,3,Todo perfecto
13000000164,991,1,20250804,0,Tardó un poco más de lo esperado
13000000165,485,1,20250111,8,Tardó un poco más de lo esperado
13000000166,789,2,20240812,4,Volvería a comprar
13000000167,1456,1,20240326,1,Entrega rápida y producto excelente
13000000168,1341,2,20250619,8,Todo perfecto
13000000169,993,1,20241215,7,Entrega rápida y producto excelente
13000000170,710,2,20241009,8,
13000000171,609,1,20240922,6,
13000000172,763,1,20250708,4,Tardó un poco más de lo esperado
13000000173,1356,1,20250612,1,Volvería a comprar
13000000174,1275,2,20240602,7,Entrega rápida y producto excelente
13000000175,490,2,20250917,9,Todo perfecto
13000000176,523,1,20240821,9,
13000000177,1234,2,20240707,9,Volvería a comprar
13000000178,1163,1,20240806,8,
13000000179,406,2,20251005,8,Atención muy buena
13000000180,835,1,20250710,2,Volvería a comprar
13000000181,320,1,20250507,8,Volvería a comprar
13000000182,414,1,20250106,7,Muy conforme con la calidad
13000000183,1463,1,20240327,9,
13000000184,928,2,20240726,10,
13000000185,643,1,20250221,9,Podría mejorar el empaque
13000000186,999,2,20250212,2,
13000000187,207,1,20250629,7,Muy conforme con la calidad
13000000188,641,1,20250222,0,Entrega rápida y producto excelente
13000000189,1110,1,20251006,1,Podría mejorar el empaque
13000000190,1062,1,20250524,8,Todo perfecto
13000000191,698,1,20240810,1,
13000000192,1236,1,20250629,10,Todo perfecto
13000000193,755,1,20240510,8,Volvería a comprar
13000000194,329,1,20240731,7,Podría mejorar el empaque
13000000195,800,1,20240925,7,Todo perfecto
13000000196,678,1,20240130,10,Todo perfecto
13000000197,1383,1,20240514,10,Tardó un poco más de lo esperado
13000000198,1251,1,20240405,10,Todo perfecto
13000000199,1252,1,20240225,7,Entrega rápida y producto excelente
13000000200,283,1,20250919,5,Todo perfecto
13000000201,907,2,20240714,2,Todo perfecto
13000000202,893,1,20241225,1,Entrega rápida y producto excelente
13000000203,413,2,20250428,8,Volvería a comprar
13000000204,788,2,20241027,10,Podría mejorar el empaque
13000000205,350,2,20250831,8,Todo perfecto
13000000206,758,2,20240118,5,Muy conforme con la calidad
13000000207,699,2,20250726,10,Muy conforme con la calidad
13000000208,689,1,20240206,9,Tardó un poco más de lo esperado
13000000209,348,1,20240424,1,Tardó un poco más de lo esperado
13000000210,974,1,20250502,9,Entrega rápida y producto excelente
13000000211,444,1,20250728,7,Muy conforme con la calidad
13000000212,96,1,20250906,9,Tardó un poco más de lo esperado
13000000213,674,1,20250119,7,Podría mejorar el empaque
13000000214,867,1,20241110,8,Muy conforme con la calidad
13000000215,686,1,20250726,7,
13000000216,640,1,20240609,10,Todo perfecto
13000000217,1191,1,20240810,9,Entrega rápida y producto excelente
13000000218,321,2,20250524,5,Volvería a comprar
13000000219,1045,1,20240928,3,Entrega rápida y producto excelente
13000000220,644,2,20240113,10,Atención muy buena
13000000221,514,2,20250722,8,Todo perfecto
13000000222,649,1,20250204,6,
13000000223,1294,2,20250822,5,Podría mejorar el empaque
13000000224,814,2,20250807,4,Volvería a comprar
13000000225,801,1,20241206,7,Entrega rápida y producto excelente
13000000226,351,1,20241208,5,Todo perfecto
13000000227,838,2,20241006,8,Todo perfecto
13000000228,78,1,20250514,6,Podría mejorar el empaque
13000000229,1338,1,20241220,2,Podría mejorar el empaque
13000000230,182,2,20240601,7,
13000000231,560,1,20241122,4,Atención muy buena
13000000232,1390,1,20240407,6,
13000000233,130,2,20241229,4,Tardó un poco más de lo esperado
13000000234,1143,2,20250514,2,Muy conforme con la calidad
13000000235,223,2,20250418,7,Atención muy buena
13000000236,622,1,20240216,2,Volvería a comprar
13000000237,1328,1,20240609,9,Muy conforme con la calidad
13000000238,1192,1,20240227,7,Tardó un poco más de lo esperado
13000000239,119,1,20240621,2,Tardó un poco más de lo esperado
13000000240,1115,1,20250813,8,Podría mejorar el empaque
13000000241,49,1,20240421,8,Todo perfecto
13000000242,1133,2,20250903,5,Muy conforme con la calidad
13000000243,193,1,20250716,9,Volvería a comprar
13000000244,539,1,20240128,6,Tardó un poco más de lo esperado
13000000245,200,1,20250326,7,Podría mejorar el empaque
13000000246,1084,1,20240125,10,Podría mejorar el empaque
13000000247,422,2,20240506,10,Entrega rápida y producto excelente
13000000248,348,2,20240905,6,Entrega rápida y producto excelente
13000000249,951,1,20250918,9,Volvería a comprar
13000000250,251,2,20241126,7,Tardó un poco más de lo esperado
13000000251,26,1,20250122,8,Atención muy buena
13000000252,1063,2,20250314,6,Volvería a comprar
13000000253,271,1,20240202,8,Podría mejorar el empaque
13000000254,567,1,20250120,9,Entrega rápida y producto excelente
13000000255,254,1,20250723,9,Atención muy buena
13000000256,66,2,20240405,6,Entrega rápida y producto excelente
13000000257,518,1,20250105,0,Entrega rápida y producto excelente
13000000258,603,1,20240626,7,Tardó un poco más de lo esperado
13000000259,321,1,20240130,4,
13000000260,1210,2,20250531,9,Tardó un poco más de lo esperado
13000000261,407,2,20250209,7,Atención muy buena
13000000262,996,2,20250102,9,Podría mejorar el empaque
13000000263,1192,2,20241103,8,Tardó un poco más de lo esperado
13000000264,221,1,20240812,1,Podría mejorar el empaque
13000000265,1189,1,20250724,6,Muy conforme con la calidad
13000000266,1230,1,20240723,9,Todo perfecto
13000000267,244,1,20241208,6,Podría mejorar el empaque
13000000268,416,1,20241029,6,Entrega rápida y producto excelente
13000000269,289,2,20241021,7,
13000000270,233,1,20240907,0,Todo perfecto
13000000271,300,1,20250319,7,Todo perfecto
13000000272,1066,1,20241004,5,Atención muy buena
13000000273,854,2,20240207,10,Atención muy buena
13000000274,1339,1,20240127,7,Tardó un poco más de lo esperado
13000000275,484,1,20241227,10,Todo perfecto
13000000276,948,1,20240112,6,Entrega rápida y producto excelente
13000000277,713,1,20241122,6,Tardó un poco más de lo esperado
13000000278,1466,1,20250422,9,Entrega rápida y producto excelente
13000000279,426,1,20250616,7,Atención muy buena
13000000280,1313,1,20250304,0,Todo perfecto
13000000281,995,1,20240716,4,Muy conforme con la calidad
13000000282,499,1,20250312,8,Tardó un poco más de lo esperado
13000000283,1408,2,20250307,7,Tardó un poco más de lo esperado
13000000284,498,1,20250311,8,Entrega rápida y producto excelente
13000000285,840,1,20241124,6,Muy conforme con la calidad
13000000286,92,1,20250210,9,Tardó un poco más de lo esperado
13000000287,1449,2,20251006,9,Tardó un poco más de lo esperado
13000000288,1129,2,20250929,7,Entrega rápida y producto excelente
13000000289,972,2,20241127,8,
13000000290,260,2,20250917,8,Volvería a comprar
13000000291,683,2,20240123,4,Tardó un poco más de lo esperado
13000000292,1042,1,20250427,2,Volvería a comprar
13000000293,1422,1,20240307,6,Muy conforme con la calidad
13000000294,1347,2,20240309,9,
13000000295,705,2,20250218,8,Muy conforme con la calidad
13000000296,1306,2,20250620,10,Entrega rápida y producto excelente
13000000297,327,2,20241206,0,Entrega rápida y producto excelente
13000000298,1119,1,20240313,5,Podría mejorar el empaque
13000000299,2,1,20250720,10,Muy conforme con la calidad
13000000300,988,1,20240225,8,Podría mejorar el empaque
13000000301,1485,1,20250708,8,Atención muy buena
13000000302,791,1,20250717,8,Volvería a comprar
13000000303,204,1,20250429,9,Podría mejorar el empaque
13000000304,22,2,20240504,8,Entrega rápida y producto excelente
13000000305,510,2,20250105,1,
13000000306,614,2,20240406,9,
13000000307,27,2,20241222,9,Podría mejorar el empaque
13000000308,1319,2,20250721,6,Todo perfecto
13000000309,845,1,20241117,9,Volvería a comprar
13000000310,783,2,20250714,5,Muy conforme con la calidad
13000000311,1350,1,20250826,9,
13000000312,773,1,20250817,7,Todo perfecto
13000000313,1457,1,20241027,4,Tardó un poco más de lo esperado
13000000314,1488,1,20241013,9,Atención muy buena
13000000315,1286,1,20240904,10,Muy conforme con la calidad
13000000316,1306,1,20250830,9,Tardó un poco más de lo esperado
13000000317,397,2,20240209,8,Podría mejorar el empaque
13000000318,341,1,20240330,4,Entrega rápida y producto excelente
13000000319,1475,2,20250523,9,Entrega rápida y producto excelente
13000000320,963,1,20240212,5,Entrega rápida y producto excelente
13000000321,423,1,20240614,9,Todo perfecto
13000000322,1176,2,20240418,9,Entrega rápida y producto excelente
13000000323,1128,2,20240410,8,Tardó un poco más de lo esperado
13000000324,56,1,20250914,8,Todo perfecto
13000000325,389,2,20240424,5,Atención muy buena
13000000326,598,2,20250327,9,Podría mejorar el empaque
13000000327,2,2,20240602,7,Todo perfecto
13000000328,118,2,20250304,8,Volvería a comprar
13000000329,835,1,20250618,10,
13000000330,554,1,20241102,7,Todo perfecto
13000000331,371,1,20250930,10,
13000000332,965,1,20250609,9,Volvería a comprar
13000000333,687,2,20250215,6,Atención muy buena
13000000334,516,1,20241218,9,
13000000335,1295,2,20250506,8,Volvería a comprar
13000000336,660,1,20240904,4,Tardó un poco más de lo esperado
13000000337,838,2,20251005,8,
13000000338,447,2,20241011,8,Atención muy buena
13000000339,1187,2,20240314,4,Volvería a comprar
13000000340,1457,1,20250701,7,Entrega rápida y producto excelente
13000000341,16,1,20241104,7,Podría mejorar el empaque
13000000342,1421,1,20240620,0,Tardó un poco más de lo esperado
13000000343,861,1,20240813,9,Muy conforme con la calidad
13000000344,515,1,20241008,2,Todo perfecto
13000000345,280,1,20240518,10,Entrega rápida y producto excelente
13000000346,829,1,20240908,7,Podría mejorar el empaque
13000000347,1319,1,20250721,10,Entrega rápida y producto excelente
13000000348,682,1,20250703,10,Tardó un poco más de lo esperado
13000000349,649,1,20250918,7,Entrega rápida y producto excelente
13000000350,1041,1,20240803,8,Todo perfecto
13000000351,559,2,20241020,9,Tardó un poco más de lo esperado
13000000352,1187,2,20250714,9,Muy conforme con la calidad
13000000353,786,1,20250409,6,Todo perfecto
13000000354,1104,1,20250223,6,Todo perfecto
13000000355,505,2,20250730,4,Volvería a comprar
13000000356,436,1,20241113,0,Atención muy buena
13000000357,366,1,20250817,5,Atención muy buena
13000000358,829,2,20240517,8,Tardó un poco más de lo esperado
13000000359,570,1,20240411,5,Atención muy buena
13000000360,573,2,20240413,10,Entrega rápida y producto excelente
13000000361,63,1,20240413,8,Todo perfecto
13000000362,140,1,20250503,10,Muy conforme con la calidad
13000000363,650,2,20240307,9,Volvería a comprar
13000000364,558,1,20240529,7,Volvería a comprar
13000000365,498,2,20240518,9,
13000000366,1337,2,20240527,10,Podría mejorar el empaque
13000000367,192,1,20250406,9,Volvería a comprar
13000000368,523,1,20241007,1,Tardó un poco más de lo esperado
13000000369,1009,1,20250506,5,Entrega rápida y producto excelente
13000000370,1079,1,20250310,8,Atención muy buena
13000000371,809,1,20250530,9,Podría mejorar el empaque
13000000372,332,1,20240205,8,Atención muy buena
13000000373,397,1,20241110,8,Tardó un poco más de lo esperado
13000000374,950,2,20240212,8,Tardó un poco más de lo esperado
13000000375,950,1,20241227,10,Todo perfecto
13000000376,1071,1,20240310,7,Tardó un poco más de lo esperado
13000000377,27,1,20240810,5,Atención muy buena
13000000378,1063,1,20240525,5,Muy conforme con la calidad
13000000379,930,1,20240809,10,Atención muy buena
13000000380,1435,2,20241114,1,Podría mejorar el empaque
13000000381,258,2,20240408,10,Atención muy buena
13000000382,847,1,20240211,4,Volvería a comprar
13000000383,921,2,20240901,10,Muy conforme con la calidad
13000000384,1231,1,20250111,7,Tardó un poco más de lo esperado
13000000385,292,1,20250526,10,Podría mejorar el empaque
13000000386,325,2,20241019,3,Volvería a comprar
13000000387,921,2,20250311,3,Atención muy buena
13000000388,248,1,20250524,2,
13000000389,754,1,20240811,8,
13000000390,708,1,20240422,9,
13000000391,48,1,20250505,6,Podría mejorar el empaque
13000000392,786,2,20240505,5,Atención muy buena
13000000393,382,1,20240619,4,
13000000394,895,1,20250214,6,Tardó un poco más de lo esperado
13000000395,821,1,20250211,7,Entrega rápida y producto excelente
13000000396,1032,1,20240315,9,Todo perfecto
13000000397,1262,1,20250510,1,Todo perfecto
13000000398,153,1,20240821,9,Muy conforme con la calidad
13000000399,816,1,20250804,1,Todo perfecto
13000000400,237,1,20240207,7,Todo perfecto
13000000401,589,2,20240331,10,Podría mejorar el empaque
13000000402,249,2,20250814,6,Atención muy buena
13000000403,1130,2,20241214,2,Volvería a comprar
13000000404,455,1,20250623,3,Volvería a comprar
13000000405,1306,1,20250323,0,Podría mejorar el empaque
13000000406,1359,1,20241127,9,Atención muy buena
13000000407,696,1,20240918,7,Volvería a comprar
13000000408,867,1,20240906,7,Todo perfecto
13000000409,690,1,20241101,10,Podría mejorar el empaque
13000000410,14,1,20250316,7,Volvería a comprar
13000000411,259,2,20241212,2,
13000000412,334,1,20240123,3,Todo perfecto
13000000413,574,1,20240721,9,Todo perfecto
13000000414,716,1,20240530,10,Volvería a comprar
13000000415,204,2,20241216,8,Todo perfecto
13000000416,624,2,20250620,10,Volvería a comprar
13000000417,535,1,20240819,9,Volvería a comprar
13000000418,522,1,20240810,7,Entrega rápida y producto excelente
13000000419,589,1,20250415,9,Tardó un poco más de lo esperado
13000000420,1485,1,20250112,9,Muy conforme con la calidad
13000000421,544,1,20240824,9,Volvería a comprar
13000000422,253,1,20250104,9,Atención muy buena
13000000423,520,1,20240708,8,Podría mejorar el empaque
13000000424,1339,1,20250216,8,Volvería a comprar
13000000425,800,1,20240510,10,Tardó un poco más de lo esperado
13000000426,782,2,20240703,9,Entrega rápida y producto excelente
13000000427,488,2,20250831,3,Tardó un poco más de lo esperado
13000000428,1074,1,20250212,6,Todo perfecto
13000000429,789,2,20241226,9,Muy conforme con la calidad
13000000430,951,1,20250610,3,Tardó un poco más de lo esperado
13000000431,1210,1,20250406,8,
13000000432,977,2,20250424,3,Volvería a comprar
13000000433,489,2,20250825,8,Tardó un poco más de lo esperado
13000000434,1192,2,20240609,9,Entrega rápida y producto excelente
13000000435,1461,2,20241011,5,Volvería a comprar
13000000436,28,1,20250714,6,Volvería a comprar
13000000437,459,2,20240714,9,
13000000438,756,1,20240510,2,Entrega rápida y producto excelente
13000000439,1495,1,20240122,8,Podría mejorar el empaque
13000000440,584,1,20240307,7,Todo perfecto
13000000441,703,1,20251005,2,Atención muy buena
13000000442,1309,2,20240121,7,Atención muy buena
13000000443,323,2,20250601,7,Muy conforme con la calidad
13000000444,90,1,20250824,8,Muy conforme con la calidad
13000000445,761,1,20250113,5,Tardó un poco más de lo esperado
13000000446,999,1,20250426,9,
13000000447,85,1,20250405,9,Entrega rápida y producto excelente
13000000448,405,1,20250725,8,Podría mejorar el empaque
13000000449,336,2,20241124,2,Muy conforme con la calidad
13000000450,179,1,20240707,9,Entrega rápida y producto excelente
13000000451,682,2,20240506,8,Entrega rápida y producto excelente
13000000452,862,2,20250603,8,Tardó un poco más de lo esperado
13000000453,1218,1,20250416,5,Todo perfecto
13000000454,31,1,20250610,7,Todo perfecto
13000000455,154,1,20250311,10,
13000000456,1049,2,20250726,10,Podría mejorar el empaque
13000000457,586,1,20250607,10,Atención muy buena
13000000458,425,2,20240907,10,Volvería a comprar
13000000459,1235,1,20240312,8,Podría mejorar el empaque
13000000460,52,1,20240522,10,Tardó un poco más de lo esperado
13000000461,78,2,20250108,3,Entrega rápida y producto excelente
13000000462,405,1,20241215,7,Entrega rápida y producto excelente
13000000463,381,2,20250607,7,Podría mejorar el empaque
13000000464,284,1,20241002,10,Podría mejorar el empaque
13000000465,867,1,20240422,0,Tardó un poco más de lo esperado
13000000466,626,1,20240915,8,
13000000467,195,1,20241129,9,Entrega rápida y producto excelente
13000000468,467,1,20240604,7,Tardó un poco más de lo esperado
13000000469,1107,2,20250302,7,Tardó un poco más de lo esperado
13000000470,580,1,20240125,8,Muy conforme con la calidad
13000000471,942,2,20240402,7,Todo perfecto
13000000472,1354,2,20250628,10,Podría mejorar el empaque
13000000473,540,1,20240209,4,Muy conforme con la calidad
13000000474,1161,1,20250723,6,Entrega rápida y producto excelente
13000000475,895,1,20250809,8,Todo perfecto
13000000476,399,1,20240716,6,
13000000477,77,1,20250808,10,Tardó un poco más de lo esperado
13000000478,754,2,20250827,0,
13000000479,1253,1,20240818,7,Podría mejorar el empaque
13000000480,1117,1,20240717,6,Muy conforme con la calidad
13000000481,413,1,20250722,6,Volvería a comprar
13000000482,40,2,20250608,8,Atención muy buena
13000000483,403,1,20241009,1,Entrega rápida y producto excelente
13000000484,1482,1,20240827,6,Todo perfecto
13000000485,790,1,20241222,9,Podría mejorar el empaque
13000000486,891,1,20240822,0,Entrega rápida y producto excelente
13000000487,819,2,20250611,7,Muy conforme con la calidad
13000000488,474,2,20240513,9,
13000000489,1332,1,20250408,8,Entrega rápida y producto excelente
13000000490,305,1,20250730,4,Todo perfecto
13000000491,400,2,20240410,7,Atención muy buena
13000000492,415,2,20241129,9,Todo perfecto
13000000493,739,2,20240117,9,Tardó un poco más de lo esperado
13000000494,45,1,20241216,4,Muy conforme con la calidad
13000000495,584,2,20240401,8,Todo perfecto
13000000496,305,1,20250314,9,Entrega rápida y producto excelente
13000000497,1061,2,20250828,4,Volvería a comprar
13000000498,1051,2,20250420,9,Todo perfecto
13000000499,981,1,20250818,8,Podría mejorar el empaque
13000000500,381,1,20240127,7,Entrega rápida y producto excelente
13000000501,866,1,20240518,2,Tardó un poco más de lo esperado
13000000502,323,1,20240604,9,Podría mejorar el empaque
13000000503,1223,2,20240504,8,Muy conforme con la calidad
13000000504,728,2,20250630,3,Podría mejorar el empaque
13000000505,176,1,20240523,8,Muy conforme con la calidad
13000000506,620,1,20240327,3,Atención muy buena
13000000507,11,2,20241114,8,Atención muy buena
13000000508,866,1,20251002,5,Podría mejorar el empaque
13000000509,609,1,20240117,9,Volvería a comprar
13000000510,662,1,20250210,6,Entrega rápida y producto excelente
13000000511,1304,2,20250321,3,Podría mejorar el empaque
13000000512,1358,1,20241024,5,Entrega rápida y producto excelente
13000000513,1396,2,20241003,8,Tardó un poco más de lo esperado
13000000514,921,1,20241201,7,Todo perfecto
13000000515,193,2,20240325,9,Todo perfecto
13000000516,1366,1,20250307,7,Podría mejorar el empaque
13000000517,4,2,20241229,8,
13000000518,373,1,20240402,4,Entrega rápida y producto excelente
13000000519,3,2,20250617,10,Todo perfecto
13000000520,156,2,20250622,2,Muy conforme con la calidad
13000000521,1274,2,20250926,6,Muy conforme con la calidad
13000000522,1200,1,20250425,9,Volvería a comprar
13000000523,1271,2,20240305,9,Podría mejorar el empaque
13000000524,1089,1,20250614,10,Todo perfecto
13000000525,1399,2,20250909,9,Entrega rápida y producto excelente
13000000526,20,1,20240708,8,Volvería a comprar
13000000527,874,2,20241212,9,Atención muy buena
13000000528,919,2,20241018,7,Tardó un poco más de lo esperado
13000000529,885,1,20250803,9,Podría mejorar el empaque
13000000530,123,2,20240818,2,Muy conforme con la calidad
13000000531,301,1,20240813,10,Todo perfecto
13000000532,1172,1,20240924,5,Todo perfecto
13000000533,1334,2,20240823,7,Todo perfecto
13000000534,1462,2,20250822,3,Volvería a comprar
13000000535,1393,2,20241209,8,Atención muy buena
13000000536,1220,1,20240423,10,Todo perfecto
13000000537,1355,1,20250411,0,Podría mejorar el empaque
13000000538,27,2,20240114,8,Tardó un poco más de lo esperado
13000000539,921,1,20240701,3,Volvería a comprar
13000000540,1469,2,20240316,9,Volvería a comprar
13000000541,1228,1,20250629,9,Muy conforme con la calidad
13000000542,1123,2,20240526,7,Tardó un poco más de lo esperado
13000000543,125,1,20250907,8,Entrega rápida y producto excelente
13000000544,476,1,20241017,9,
13000000545,833,1,20250616,5,Volvería a comprar
13000000546,253,1,20240320,10,Muy conforme con la calidad
13000000547,398,1,20240824,9,Podría mejorar el empaque
