session_id,cliente_sk,tiempo_id,contador_sesion,duracion_sesion_seg,source,device
11000000104,-1,,1,,ads,desktop
11000000105,-1,,1,2580,referral,mobile
11000000106,718,20240322.0,1,1740,direct,mobile
11000000107,-1,,1,120,ads,mobile
11000000108,937,20250222.0,1,1740,social,mobile
11000000109,855,20241217.0,1,420,ads,mobile
11000000110,1396,20250212.0,1,660,direct,mobile
11000000111,465,,1,3120,email,mobile
11000000112,-1,,1,2220,social,mobile
11000000113,-1,,1,1860,direct,mobile
11000000114,-1,20240409.0,1,2520,ads,tablet
11000000115,785,20240707.0,1,2880,ads,desktop
11000000116,49,,1,420,ads,desktop
11000000117,725,20240303.0,1,1200,email,desktop
11000000118,647,20241006.0,1,3600,ads,mobile
11000000119,1014,,1,480,direct,mobile
11000000120,892,,1,2760,direct,mobile
11000000121,130,20250202.0,1,1080,referral,mobile
11000000122,633,20240525.0,1,2880,referral,desktop
11000000123,-1,20240108.0,1,2760,direct,desktop
11000000124,532,20241228.0,1,,direct,mobile
11000000125,997,20241130.0,1,1740,email,desktop
11000000126,11,,1,3600,direct,mobile
11000000127,-1,20240629.0,1,1920,referral,mobile
11000000128,1331,20240201.0,1,900,referral,mobile
11000000129,-1,20240816.0,1,3480,referral,mobile
11000000130,1084,20240228.0,1,2700,ads,mobile
11000000131,1201,,1,960,email,mobile
11000000132,-1,,1,,direct,desktop
11000000133,367,,1,1200,email,mobile
11000000134,710,20240304.0,1,2100,direct,mobile
11000000135,-1,20250102.0,1,1560,ads,mobile
11000000136,1389,20240125.0,1,2640,email,desktop
11000000137,-1,,1,1260,social,mobile
11000000138,1160,20240609.0,1,120,email,desktop
11000000139,1252,,1,360,ads,tablet
11000000140,-1,20240220.0,1,180,direct,desktop
11000000141,1438,20241217.0,1,2460,ads,mobile
11000000142,670,20240726.0,1,3120,social,mobile
11000000143,-1,20240411.0,1,660,ads,desktop
11000000144,1207,20240814.0,1,1080,ads,tablet
11000000145,1110,20241118.0,1,3600,ads,tablet
11000000146,94,20240529.0,1,2700,ads,desktop
11000000147,1158,20240421.0,1,3420,direct,mobile
11000000148,-1,,1,1320,email,mobile
11000000149,252,20250219.0,1,1380,direct,mobile
11000000150,625,20240319.0,1,840,ads,desktop
11000000151,919,20240513.0,1,1800,email,desktop
11000000152,1053,20240807.0,1,2880,ads,mobile
11000000153,1381,20241026.0,1,1980,direct,desktop
11000000154,591,,1,1380,social,mobile
11000000155,1452,20240910.0,1,2880,direct,mobile
11000000156,864,20240809.0,1,1440,direct,desktop
11000000157,744,20240110.0,1,900,ads,mobile
11000000158,653,20240918.0,1,2520,ads,mobile
11000000159,974,,1,2400,direct,mobile
11000000160,-1,20241110.0,1,3540,direct,mobile
11000000161,-1,,1,120,ads,mobile
11000000162,-1,20240418.0,1,540,direct,mobile
11000000163,1105,20240717.0,1,240,ads,tablet
11000000164,1211,,1,1800,ads,desktop
11000000165,-1,20241029.0,1,720,social,mobile
11000000166,-1,20250206.0,1,2100,ads,desktop
11000000167,1017,,1,1320,ads,desktop
11000000168,267,20240310.0,1,2340,direct,mobile
11000000169,1228,20250219.0,1,2160,direct,desktop
11000000170,1121,,1,3540,direct,mobile
11000000171,-1,,1,2640,direct,desktop
11000000172,1380,20241022.0,1,120,email,mobile
11000000173,-1,20240311.0,1,1980,direct,mobile
11000000174,605,20240729.0,1,1800,email,mobile
11000000175,-1,20240129.0,1,1260,social,mobile
11000000176,1309,,1,3000,social,desktop
11000000177,1393,,1,3180,direct,mobile
11000000178,331,20240815.0,1,60,ads,mobile
11000000179,1288,20241211.0,1,360,referral,mobile
11000000180,524,,1,3300,ads,mobile
11000000181,1374,,1,,social,mobile
11000000182,67,,1,1140,referral,desktop
11000000183,-1,20241216.0,1,2700,ads,mobile
11000000184,662,,1,3060,direct,mobile
11000000185,1332,,1,480,ads,mobile
11000000186,1163,20241203.0,1,480,direct,mobile
11000000187,665,20240121.0,1,1140,direct,desktop
11000000188,1409,,1,660,direct,mobile
11000000189,502,,1,1200,direct,mobile
11000000190,744,,1,120,direct,desktop
11000000191,686,20240725.0,1,1320,direct,desktop
11000000192,-1,20240609.0,1,,referral,mobile
11000000193,145,20240609.0,1,2580,direct,desktop
11000000194,-1,20241119.0,1,3600,direct,mobile
11000000195,865,20240210.0,1,1800,direct,mobile
11000000196,-1,20241214.0,1,,social,tablet
11000000197,1167,20240120.0,1,1140,referral,mobile
11000000198,-1,20241027.0,1,1020,direct,desktop
11000000199,-1,20241213.0,1,2100,ads,mobile
11000000200,170,,1,3600,ads,desktop
11000000201,958,20240408.0,1,2340,direct,mobile
11000000202,-1,20240208.0,1,840,email,desktop
11000000203,541,,1,3180,email,desktop
11000000204,119,,1,300,ads,desktop
11000000205,228,20240210.0,1,1560,ads,mobile
11000000206,1315,20240707.0,1,3120,ads,desktop
11000000207,535,20240124.0,1,3420,ads,mobile
11000000208,-1,,1,540,ads,mobile
11000000209,601,,1,,ads,desktop
11000000210,-1,20240716.0,1,2340,email,mobile
11000000211,1417,,1,2040,direct,mobile
11000000212,-1,20241231.0,1,720,direct,desktop
11000000213,436,20241114.0,1,60,ads,desktop
11000000214,706,20240121.0,1,2460,ads,mobile
11000000215,951,20240919.0,1,2160,direct,mobile
11000000216,1266,20240419.0,1,1080,ads,mobile
11000000217,928,,1,480,direct,desktop
11000000218,-1,20240415.0,1,240,direct,desktop
11000000219,1222,20240907.0,1,1080,ads,mobile
11000000220,529,20240421.0,1,900,direct,mobile
11000000221,819,,1,720,referral,mobile
11000000222,1148,,1,3000,referral,mobile
11000000223,-1,20240915.0,1,1140,direct,mobile
11000000224,834,20240417.0,1,1080,ads,mobile
11000000225,604,20241001.0,1,3000,ads,desktop
11000000226,-1,,1,1140,ads,mobile
11000000227,293,,1,3360,referral,mobile
11000000228,1335,,1,420,direct,desktop
11000000229,236,,1,900,ads,mobile
11000000230,675,20240822.0,1,660,referral,desktop
11000000231,1493,20241123.0,1,1800,direct,mobile
11000000232,-1,,1,1620,direct,mobile
11000000233,-1,20240715.0,1,1680,ads,mobile
11000000234,448,,1,2460,ads,mobile
11000000235,-1,20240621.0,1,1320,ads,mobile
11000000236,1444,20240805.0,1,1740,direct,mobile
11000000237,22,20240805.0,1,2460,email,mobile
11000000238,1330,20250208.0,1,3600,ads,mobile
11000000239,199,,1,2400,ads,desktop
11000000240,662,20240220.0,1,3300,ads,desktop
11000000241,347,,1,2580,email,tablet
11000000242,-1,20250218.0,1,3600,social,mobile
11000000243,1449,20240324.0,1,960,direct,mobile
11000000244,820,20240318.0,1,1080,direct,mobile
11000000245,128,,1,240,ads,mobile
11000000246,684,20240602.0,1,2700,ads,mobile
11000000247,-1,20240905.0,1,3180,email,mobile
11000000248,740,20240715.0,1,1440,direct,mobile
11000000249,-1,20250126.0,1,2280,ads,mobile
11000000250,-1,20250220.0,1,2460,ads,mobile
11000000251,-1,20241005.0,1,2340,ads,mobile
11000000252,1107,20240321.0,1,600,ads,mobile
11000000253,-1,,1,2940,direct,mobile
11000000254,-1,20241005.0,1,2700,ads,mobile
11000000255,-1,20240128.0,1,780,referral,mobile
11000000256,1013,20240621.0,1,2220,ads,mobile
11000000257,-1,,1,1680,referral,mobile
11000000258,902,20240104.0,1,2760,direct,mobile
11000000259,-1,20240108.0,1,600,social,desktop
11000000260,745,,1,2220,direct,desktop
11000000261,1292,20240326.0,1,3600,direct,desktop
11000000262,476,20240717.0,1,3300,email,tablet
11000000263,502,,1,3060,direct,mobile
11000000264,679,20240903.0,1,,ads,desktop
11000000265,-1,,1,,ads,mobile
11000000266,-1,20240208.0,1,300,direct,desktop
11000000267,-1,20241121.0,1,780,direct,mobile
11000000268,1027,20240616.0,1,600,ads,mobile
11000000269,365,,1,1800,referral,mobile
11000000270,128,20250114.0,1,2040,direct,mobile
11000000271,855,20250213.0,1,1980,direct,mobile
11000000272,-1,20240911.0,1,240,direct,mobile
11000000273,112,20240903.0,1,2160,ads,mobile
11000000274,57,,1,120,ads,desktop
11000000275,1231,,1,600,ads,mobile
11000000276,221,,1,2340,ads,mobile
11000000277,835,20240611.0,1,420,email,mobile
11000000278,-1,,1,1440,social,mobile
11000000279,990,20240113.0,1,3420,ads,desktop
11000000280,1177,20240125.0,1,2340,direct,desktop
11000000281,514,,1,1080,direct,mobile
11000000282,182,20250104.0,1,60,ads,mobile
11000000283,1023,20240309.0,1,1140,referral,desktop
11000000284,358,20250103.0,1,300,ads,desktop
11000000285,1317,20240815.0,1,3540,social,tablet
11000000286,-1,20240507.0,1,300,direct,tablet
11000000287,-1,,1,3180,direct,mobile
11000000288,-1,20240714.0,1,3300,referral,mobile
11000000289,-1,20240618.0,1,1020,direct,mobile
11000000290,540,20250223.0,1,840,ads,mobile
11000000291,-1,,1,2520,email,mobile
11000000292,-1,20250102.0,1,3540,referral,mobile
11000000293,-1,20240128.0,1,2340,email,desktop
11000000294,235,20241127.0,1,1980,ads,mobile
11000000295,-1,20240706.0,1,,email,mobile
11000000296,1467,20240317.0,1,2880,ads,mobile
11000000297,1370,,1,1440,referral,mobile
11000000298,1319,20241012.0,1,900,direct,mobile
11000000299,483,20240213.0,1,2040,direct,desktop
11000000300,-1,20250102.0,1,,ads,mobile
11000000301,-1,20240609.0,1,660,direct,desktop
11000000302,-1,,1,1380,referral,mobile
11000000303,448,20240115.0,1,1980,ads,desktop
11000000304,814,20240403.0,1,3060,direct,desktop
11000000305,205,20241209.0,1,2040,direct,desktop
11000000306,873,20240612.0,1,3060,ads,desktop
11000000307,-1,20240215.0,1,1380,social,mobile
11000000308,-1,,1,,ads,mobile
11000000309,730,,1,3480,direct,mobile
11000000310,458,20241003.0,1,2760,referral,mobile
11000000311,1357,20250205.0,1,300,direct,mobile
11000000312,-1,,1,180,social,mobile
11000000313,-1,20240528.0,1,1680,referral,desktop
11000000314,-1,20240126.0,1,2400,social,mobile
11000000315,-1,20240523.0,1,1920,ads,desktop
11000000316,1480,20240302.0,1,,ads,desktop
11000000317,-1,,1,1200,ads,mobile
11000000318,-1,20250131.0,1,3060,ads,tablet
11000000319,1336,,1,720,direct,mobile
11000000320,301,20240715.0,1,2460,ads,mobile
11000000321,307,,1,3420,direct,mobile
11000000322,-1,20240331.0,1,2340,referral,mobile
11000000323,633,20240103.0,1,1800,social,desktop
11000000324,-1,20240701.0,1,3600,ads,mobile
11000000325,-1,20241112.0,1,,direct,mobile
11000000326,1315,20240314.0,1,420,direct,mobile
11000000327,593,20240704.0,1,1140,direct,mobile
11000000328,176,,1,1980,social,desktop
11000000329,1182,,1,1440,ads,mobile
11000000330,-1,20241129.0,1,1740,social,mobile
11000000331,564,,1,3120,direct,mobile
11000000332,249,,1,2700,ads,desktop
11000000333,-1,,1,1920,email,mobile
11000000334,-1,,1,1920,referral,desktop
11000000335,945,20241127.0,1,2280,ads,mobile
11000000336,1433,20240718.0,1,3180,direct,desktop
11000000337,315,20241206.0,1,600,direct,mobile
11000000338,422,20240530.0,1,2340,referral,mobile
11000000339,1297,20241015.0,1,2160,direct,desktop
11000000340,1475,20240614.0,1,1860,ads,desktop
11000000341,-1,20240525.0,1,1260,social,mobile
11000000342,319,,1,,referral,desktop
11000000343,839,20240708.0,1,1380,ads,mobile
11000000344,-1,,1,2640,ads,mobile
11000000345,-1,20240421.0,1,60,direct,mobile
11000000346,-1,,1,180,direct,desktop
11000000347,994,,1,2700,direct,mobile
11000000348,-1,,1,1200,direct,mobile
11000000349,579,20240608.0,1,3540,ads,mobile
11000000350,-1,20250121.0,1,1740,ads,desktop
11000000351,588,,1,1320,ads,tablet
11000000352,-1,20240501.0,1,2100,ads,desktop
11000000353,-1,20241012.0,1,120,referral,desktop
11000000354,-1,,1,3120,direct,desktop
11000000355,373,20240315.0,1,120,ads,desktop
11000000356,-1,,1,420,ads,mobile
11000000357,-1,,1,2880,ads,desktop
11000000358,823,,1,3000,ads,mobile
11000000359,266,,1,2520,ads,mobile
11000000360,1406,,1,840,referral,tablet
11000000361,-1,20240808.0,1,1380,referral,desktop
11000000362,234,20240810.0,1,,ads,mobile
11000000363,1261,20250119.0,1,3000,social,desktop
11000000364,521,,1,2220,ads,mobile
11000000365,150,20240709.0,1,1800,ads,mobile
11000000366,1340,,1,2040,direct,mobile
11000000367,-1,20240204.0,1,1620,social,mobile
11000000368,1249,,1,2640,social,desktop
11000000369,539,20241024.0,1,3120,direct,mobile
11000000370,-1,20240310.0,1,1740,social,desktop
11000000371,-1,,1,960,referral,desktop
11000000372,1175,20241130.0,1,3240,direct,mobile
11000000373,-1,,1,1620,social,mobile
11000000374,908,,1,1800,ads,mobile
11000000375,-1,20250103.0,1,2340,ads,mobile
11000000376,726,,1,2640,direct,desktop
11000000377,922,20240707.0,1,2160,email,tablet
11000000378,1053,20240813.0,1,3240,referral,mobile
11000000379,-1,20240722.0,1,3060,referral,mobile
11000000380,-1,,1,2040,referral,mobile
11000000381,256,20250108.0,1,2580,direct,desktop
11000000382,1005,20240331.0,1,840,ads,mobile
11000000383,982,,1,1740,direct,desktop
11000000384,1338,20241221.0,1,1500,email,desktop
11000000385,710,20250228.0,1,960,ads,mobile
11000000386,789,20240509.0,1,2640,direct,mobile
11000000387,-1,20240822.0,1,2940,referral,mobile
11000000388,1409,20240817.0,1,,ads,desktop
11000000389,660,20240911.0,1,1440,direct,desktop
11000000390,1483,20240413.0,1,1680,social,desktop
11000000391,504,20250205.0,1,540,direct,mobile
11000000392,-1,20241009.0,1,3180,direct,desktop
11000000393,-1,,1,1740,referral,mobile
11000000394,656,20240812.0,1,1380,referral,mobile
11000000395,-1,,1,,ads,desktop
11000000396,1459,20241104.0,1,2160,referral,mobile
11000000397,-1,20240415.0,1,960,ads,mobile
11000000398,-1,20240625.0,1,2340,direct,desktop
11000000399,133,,1,2340,social,desktop
11000000400,1248,20240229.0,1,,referral,tablet
11000000401,-1,20240416.0,1,420,ads,mobile
11000000402,389,20240708.0,1,2460,referral,desktop
11000000403,508,20240428.0,1,1680,ads,mobile
11000000404,1403,20240719.0,1,240,social,mobile
11000000405,-1,,1,3360,ads,mobile
11000000406,-1,,1,1200,ads,mobile
11000000407,354,,1,540,ads,mobile
11000000408,1493,20240802.0,1,3600,direct,mobile
11000000409,-1,20250103.0,1,2340,ads,mobile
11000000410,381,20240919.0,1,1020,ads,mobile
11000000411,229,20240805.0,1,60,referral,mobile
11000000412,1377,,1,1500,ads,desktop
11000000413,-1,20240814.0,1,1200,direct,mobile
11000000414,57,20240407.0,1,120,direct,mobile
11000000415,1353,,1,1680,ads,desktop
11000000416,-1,20240430.0,1,780,referral,tablet
11000000417,606,20240317.0,1,1380,social,desktop
11000000418,1290,20240917.0,1,,ads,mobile
11000000419,-1,20240926.0,1,3180,referral,mobile
11000000420,577,,1,540,direct,mobile
11000000421,1400,,1,2400,direct,mobile
11000000422,-1,20240613.0,1,2820,ads,tablet
11000000423,760,,1,2760,direct,mobile
11000000424,227,,1,2760,direct,mobile
11000000425,577,20240623.0,1,2700,ads,tablet
11000000426,-1,,1,3360,ads,mobile
11000000427,939,,1,2280,ads,mobile
11000000428,-1,20240930.0,1,960,referral,mobile
11000000429,546,20240218.0,1,780,direct,mobile
11000000430,-1,,1,1920,referral,mobile
11000000431,1064,,1,3540,direct,mobile
11000000432,1032,20240321.0,1,1680,ads,mobile
11000000433,1488,20240218.0,1,3600,referral,mobile
11000000434,1140,20250105.0,1,3180,direct,mobile
11000000435,1149,20240924.0,1,2340,referral,mobile
11000000436,484,20241210.0,1,1200,direct,mobile
11000000437,676,,1,600,direct,desktop
11000000438,131,,1,,referral,mobile
11000000439,863,20241005.0,1,3360,direct,desktop
11000000440,828,20250116.0,1,2340,direct,mobile
11000000441,951,20240815.0,1,2880,ads,mobile
11000000442,907,,1,,direct,mobile
11000000443,-1,,1,780,ads,mobile
11000000444,669,20241125.0,1,2880,direct,desktop
11000000445,-1,20240311.0,1,1560,ads,desktop
11000000446,141,,1,1260,ads,mobile
11000000447,574,20250222.0,1,2640,ads,mobile
11000000448,975,,1,1440,email,mobile
11000000449,-1,20240421.0,1,1740,direct,desktop
11000000450,1042,20240909.0,1,1620,ads,mobile
11000000451,397,,1,840,referral,mobile
11000000452,1301,20240621.0,1,1320,ads,mobile
11000000453,730,20241009.0,1,2580,referral,mobile
11000000454,-1,20250204.0,1,2700,social,mobile
11000000455,478,20241102.0,1,780,direct,mobile
11000000456,270,20240606.0,1,2100,direct,desktop
11000000457,-1,20241010.0,1,840,social,desktop
11000000458,-1,20240527.0,1,1800,referral,mobile
11000000459,749,20240617.0,1,1920,referral,mobile
11000000460,-1,20240914.0,1,360,direct,mobile
11000000461,-1,20240810.0,1,480,direct,mobile
11000000462,-1,,1,480,referral,mobile
11000000463,947,20240424.0,1,1860,ads,mobile
11000000464,-1,20240726.0,1,3060,referral,mobile
11000000465,829,,1,2280,ads,mobile
11000000466,6,,1,240,ads,mobile
11000000467,231,,1,1260,ads,mobile
11000000468,-1,20250212.0,1,3000,ads,mobile
11000000469,1473,20250221.0,1,660,ads,mobile
11000000470,845,,1,360,email,mobile
11000000471,456,20240220.0,1,1200,ads,mobile
11000000472,-1,,1,3000,referral,desktop
11000000473,417,,1,1500,direct,mobile
11000000474,202,,1,1500,direct,mobile
11000000475,78,,1,480,social,mobile
11000000476,-1,20241110.0,1,660,email,mobile
11000000477,-1,20240711.0,1,,referral,desktop
11000000478,1060,,1,780,direct,mobile
11000000479,663,20240521.0,1,240,direct,mobile
11000000480,176,20240810.0,1,1380,ads,desktop
11000000481,-1,20240419.0,1,480,ads,desktop
11000000482,1243,20240918.0,1,1560,ads,mobile
11000000483,-1,20240407.0,1,840,direct,mobile
11000000484,1458,,1,,ads,mobile
11000000485,408,,1,3540,ads,mobile
11000000486,1301,20250202.0,1,3540,direct,mobile
11000000487,-1,20241017.0,1,600,direct,mobile
11000000488,809,,1,3060,direct,desktop
11000000489,-1,,1,1380,referral,desktop
11000000490,-1,20240707.0,1,3240,ads,desktop
11000000491,970,20240910.0,1,3480,direct,desktop
11000000492,398,,1,1860,direct,desktop
11000000493,792,20241006.0,1,,direct,mobile
11000000494,1330,20240608.0,1,2040,direct,desktop
11000000495,1487,,1,1320,direct,mobile
11000000496,853,,1,3420,direct,desktop
11000000497,108,,1,2880,direct,mobile
11000000498,-1,20240404.0,1,1560,direct,mobile
11000000499,-1,20240713.0,1,3060,direct,mobile
11000000500,-1,,1,1980,ads,mobile
11000000501,-1,20240818.0,1,2100,email,mobile
11000000502,1155,20241127.0,1,2040,direct,mobile
11000000503,1071,20250228.0,1,,direct,mobile
11000000504,-1,,1,2280,email,mobile
11000000505,-1,,1,1560,referral,tablet
11000000506,125,20250104.0,1,3300,direct,desktop
11000000507,1210,20240801.0,1,2940,direct,desktop
11000000508,-1,,1,2880,direct,desktop
11000000509,1438,20241218.0,1,360,direct,mobile
11000000510,72,20240807.0,1,1320,ads,mobile
11000000511,1398,20240427.0,1,2940,ads,desktop
11000000512,-1,20241025.0,1,2700,ads,mobile
11000000513,-1,,1,1740,ads,mobile
11000000514,1250,20250130.0,1,1740,direct,mobile
11000000515,1368,,1,300,referral,mobile
11000000516,-1,20240505.0,1,780,ads,mobile
11000000517,4,20241017.0,1,780,direct,tablet
11000000518,-1,20240806.0,1,2820,referral,desktop
11000000519,-1,,1,3600,direct,desktop
11000000520,1156,20240414.0,1,60,ads,desktop
11000000521,624,20240627.0,1,2100,ads,mobile
11000000522,603,20240611.0,1,2760,referral,desktop
11000000523,-1,,1,960,social,desktop
11000000524,592,,1,1980,direct,desktop
11000000525,213,20240321.0,1,,ads,mobile
11000000526,-1,20241026.0,1,1500,direct,mobile
11000000527,622,20240212.0,1,3300,direct,tablet
11000000528,973,,1,2100,ads,mobile
11000000529,-1,20241217.0,1,1500,ads,mobile
11000000530,629,,1,2280,referral,mobile
11000000531,-1,20241228.0,1,2220,social,desktop
11000000532,942,,1,780,email,mobile
11000000533,520,20240101.0,1,1980,direct,desktop
11000000534,690,,1,900,ads,desktop
11000000535,585,20240807.0,1,1740,direct,mobile
11000000536,1403,20240513.0,1,2520,ads,tablet
11000000537,-1,,1,660,referral,mobile
11000000538,-1,,1,2760,direct,mobile
11000000539,-1,20240403.0,1,2880,social,desktop
11000000540,570,20241124.0,1,2640,direct,desktop
11000000541,1213,20240217.0,1,540,direct,mobile
11000000542,101,20240915.0,1,3540,ads,mobile
11000000543,280,20240207.0,1,1920,ads,desktop
11000000544,980,20240726.0,1,3060,direct,desktop
11000000545,-1,,1,900,social,desktop
11000000546,1121,20240720.0,1,2640,email,desktop
11000000547,1259,20241216.0,1,1200,social,mobile
11000000548,-1,,1,1740,direct,mobile
11000000549,1025,20240912.0,1,2160,ads,desktop
11000000550,1050,20240713.0,1,240,direct,mobile
11000000551,-1,20240125.0,1,2580,direct,desktop
11000000552,168,20241112.0,1,1500,email,desktop
11000000553,-1,20240106.0,1,2820,referral,desktop
11000000554,1144,20240831.0,1,2040,direct,desktop
11000000555,-1,,1,1860,direct,mobile
11000000556,-1,,1,2880,social,mobile
11000000557,156,20250123.0,1,2580,ads,mobile
11000000558,829,20240509.0,1,3000,referral,mobile
11000000559,659,,1,3180,direct,mobile
11000000560,1054,20240909.0,1,1320,direct,mobile
11000000561,1380,,1,300,social,mobile
11000000562,1450,,1,2100,ads,mobile
11000000563,1379,,1,3180,direct,tablet
11000000564,-1,20240819.0,1,780,email,mobile
11000000565,-1,20240918.0,1,1440,direct,desktop
11000000566,1295,20241220.0,1,,email,mobile
11000000567,302,20240724.0,1,240,direct,tablet
11000000568,167,20241125.0,1,1620,social,mobile
11000000569,612,20240620.0,1,1020,ads,mobile
11000000570,514,20250111.0,1,2640,direct,mobile
11000000571,864,20240811.0,1,1740,ads,mobile
11000000572,547,20250212.0,1,2280,direct,desktop
11000000573,680,,1,3000,direct,mobile
11000000574,434,20240801.0,1,3180,direct,mobile
11000000575,807,20240422.0,1,3540,direct,desktop
11000000576,-1,20250121.0,1,540,direct,mobile
11000000577,684,20240424.0,1,2160,referral,mobile
11000000578,3,20241230.0,1,2040,direct,desktop
11000000579,207,20241014.0,1,420,direct,mobile
11000000580,824,20240511.0,1,1140,ads,mobile
11000000581,764,20240917.0,1,3180,ads,desktop
11000000582,953,20241222.0,1,2220,social,mobile
11000000583,-1,20240515.0,1,780,ads,mobile
11000000584,677,20240221.0,1,3360,ads,mobile
11000000585,-1,,1,2880,referral,mobile
11000000586,-1,20241221.0,1,960,direct,mobile
11000000587,20,20240530.0,1,60,direct,mobile
11000000588,671,20240614.0,1,600,ads,mobile
11000000589,897,20241008.0,1,540,ads,mobile
11000000590,1288,20250210.0,1,,referral,desktop
11000000591,-1,,1,,social,desktop
11000000592,138,20240206.0,1,1620,direct,mobile
11000000593,493,20240212.0,1,2820,direct,mobile
11000000594,1296,,1,1320,direct,desktop
