payment_id,order_id,tiempo_id,amount,method,status,transaction_ref
7000000024,1000000024,,14229.6,CARD,PAID,TX-91AAY0A1V9Q3
7000000025,1000000025,,86005.88,CARD,PAID,TX-SVYYRKPOYWM4
7000000026,1000000026,20241215.0,17535.0,CARD,PAID,TX-9O9IH4O8JG78
7000000027,1000000027,20241202.0,28488.0,CARD,PAID,TX-C245O7O7GRI9
7000000028,1000000028,20240518.0,14520.0,CARD,PAID,TX-J6HQJG5HEW5S
7000000029,1000000029,,79235.4,CARD,PAID,TX-DRZ2QYPBHF3H
7000000030,1000000030,,41382.0,CARD,PAID,TX-13PMNCYBLOP6
7000000031,1000000031,,28459.2,CASH,PAID,TX-PFV0D0IML4NF
7000000032,1000000032,,33870.0,CARD,PAID,TX-UM2KN2XHQSHB
7000000033,1000000033,20240608.0,17787.0,CASH,PAID,TX-PO2UBATPZ00H
7000000034,1000000034,20241119.0,103318.88,CASH,PAID,TX-922WAHDO61XN
7000000035,1000000035,20240113.0,26136.0,CARD,PAID,TX-Y8T15028LSUX
7000000036,1000000036,20240926.0,61158.0,CARD,PAID,TX-WSO0CISUVYK2
7000000037,1000000037,20240127.0,31082.16,CARD,PAID,TX-VCRJJP6E0CCG
7000000038,1000000038,20240202.0,14229.6,CARD,PAID,TX-DIL01AV2R2A9
7000000039,1000000039,20240523.0,71583.6,CARD,PAID,TX-GO2N5MUY0V3U
7000000040,1000000040,,14994.0,CARD,FAILED,
7000000041,1000000041,20240115.0,29657.1,CASH,PAID,TX-B543BB9H5C7R
7000000042,1000000042,20240928.0,13914.6,GATEWAY,PAID,TX-X79V37PRDDTB
7000000043,1000000043,20240522.0,48816.0,CARD,PAID,TX-3MPXSV4DAUND
7000000044,1000000044,,90435.0,GATEWAY,PAID,TX-4JUJUM3AY4L6
7000000045,1000000045,20240203.0,44460.0,GATEWAY,PAID,TX-6G4YWKOODVMB
7000000046,1000000046,20240115.0,39930.0,CARD,PAID,TX-OAGVE3OT79YR
7000000047,1000000047,20240308.0,13068.0,CASH,PAID,TX-AL44LOCGN4MF
7000000048,1000000048,,28459.2,CARD,PENDING,
7000000049,1000000049,20240813.0,49005.0,TRANSFER,PAID,TX-66ID36XC53T2
7000000050,1000000050,20240725.0,35685.0,GATEWAY,PAID,TX-7PTIHWUY0CDA
7000000051,1000000051,20240918.0,38252.7,CARD,PAID,TX-F093FL0ELLCQ
7000000052,1000000052,20241106.0,85377.6,CARD,PAID,TX-LC4H6TVD1ZOD
7000000053,1000000053,,33570.0,CARD,FAILED,
7000000054,1000000054,20240318.0,14941.08,CASH,PAID,TX-BABHWIKVNZZ3
7000000055,1000000055,,51727.5,CARD,PAID,TX-RJQ9HE6VB7HF
7000000056,1000000056,,87140.25,CARD,PAID,TX-0RAAOO91OA8N
7000000057,1000000057,20250223.0,34394.25,CASH,PAID,TX-UXBOXO5T9DHX
7000000058,1000000058,,53953.5,CARD,FAILED,
7000000059,1000000059,20240703.0,77682.0,CARD,PAID,TX-7033ZUJCIUHD
7000000060,1000000060,,35283.6,CARD,FAILED,
7000000061,1000000061,,15720.0,CARD,PAID,TX-5BCIDL8LGH8R
7000000062,1000000062,20241224.0,54450.0,TRANSFER,PAID,TX-T7NWUQIQ9VOB
7000000063,1000000063,20240601.0,46323.24,GATEWAY,PAID,TX-D4XNYWF5QEYL
7000000064,1000000064,,19168.5,GATEWAY,PAID,TX-N8533KHZH4J5
7000000065,1000000065,20240918.0,43888.8,GATEWAY,PAID,TX-JPJLBWJ1IRVA
7000000066,1000000066,,43888.8,GATEWAY,FAILED,
7000000067,1000000067,,18687.0,GATEWAY,REFUNDED,TX-MZNG9JBD25OS
7000000068,1000000068,20241204.0,102166.35,CARD,PAID,TX-PRTYVEKSVQUQ
7000000069,1000000069,20240614.0,53361.0,CARD,PAID,TX-4QPQRW6T77VI
7000000070,1000000070,,15420.0,CARD,PAID,TX-4N53JR8S1YKT
7000000071,1000000071,20240724.0,14229.6,CARD,PAID,TX-222J0CRS0SJJ
7000000072,1000000072,20240204.0,17018.25,GATEWAY,PAID,TX-P43FW2ENH6BE
7000000073,1000000073,20241209.0,19576.35,CARD,PAID,TX-HU7AKHXTZ1YN
7000000074,1000000074,20241214.0,69071.4,CARD,PAID,TX-TR4GSE74V5DM
7000000075,1000000075,,36474.0,CARD,PAID,TX-SK0540SEJOKI
7000000076,1000000076,20240302.0,29659.2,CARD,PAID,TX-N5EHQ403IVWA
7000000077,1000000077,20241206.0,28459.2,CASH,PAID,TX-MBGQQW2NEF1F
7000000078,1000000078,20250112.0,49186.5,CARD,PAID,TX-IKM85NPGE98X
7000000079,1000000079,,40404.0,GATEWAY,PAID,TX-UIU52W85YPS8
7000000080,1000000080,20241111.0,18687.0,CARD,PAID,TX-X6TWS79CTHK8
7000000081,1000000081,20250202.0,64788.0,CARD,PAID,TX-1VPIVXSYTP4J
7000000082,1000000082,,42582.0,CARD,PAID,TX-472J8NP9S8E9
7000000083,1000000083,20240213.0,47301.0,GATEWAY,REFUNDED,TX-SBJLVY6L1XXX
7000000084,1000000084,20241127.0,19050.0,GATEWAY,PAID,TX-GJJBKDYPJZ5E
7000000085,1000000085,,16441.08,GATEWAY,PAID,TX-4YYBKHTAB92W
7000000086,1000000086,,14268.0,GATEWAY,PAID,TX-H6SGL5WR6ZEB
7000000087,1000000087,,14994.0,CARD,FAILED,
7000000088,1000000088,20240203.0,69144.0,GATEWAY,PAID,TX-YO60F0EA8647
7000000089,1000000089,,18442.5,CARD,PAID,TX-JKULC5L36UG4
7000000090,1000000090,20240129.0,45458.25,CARD,PAID,TX-IO1AR1ZGZBUT
7000000091,1000000091,20240219.0,110342.92,GATEWAY,PAID,TX-NDNQBVR081I1
7000000092,1000000092,20240615.0,37200.0,GATEWAY,PAID,TX-7539MH4QX495
7000000093,1000000093,20241115.0,102456.75,CASH,PAID,TX-V4AUXB59ROGA
7000000094,1000000094,20241229.0,90387.0,CASH,PAID,TX-LBRHLVO2Y93F
7000000095,1000000095,,59897.1,GATEWAY,PAID,TX-MBMP050ORNEE
7000000096,1000000096,,42688.8,CASH,PAID,TX-14WCNJXENRUU
7000000097,1000000097,20240614.0,18676.35,CASH,PAID,TX-TS02NI4GYBVJ
7000000098,1000000098,20250117.0,44351.1,CARD,PAID,TX-2EHPQP6AIXY3
7000000099,1000000099,20240228.0,14520.0,CARD,PAID,TX-6QBJB2NZNX9G
7000000100,1000000100,,28909.08,CARD,FAILED,
7000000101,1000000101,20240331.0,44460.0,GATEWAY,PAID,TX-N8LT25CDZBGQ
7000000102,1000000102,20241120.0,43888.8,CARD,PAID,TX-UA4DQXIN6727
7000000103,1000000103,,37243.8,CASH,PENDING,
7000000104,1000000104,20240324.0,37500.0,CARD,REFUNDED,TX-GYPM2FM72C6Z
7000000105,1000000105,20240512.0,27336.0,CARD,PAID,TX-HSNZ6UUKGLAE
7000000106,1000000106,20250210.0,19050.0,GATEWAY,PAID,TX-886LJXE6L2ZU
7000000107,1000000107,20240522.0,42064.2,CARD,PAID,TX-W9F9L785FTPB
7000000108,1000000108,,56029.05,CASH,PAID,TX-QM24BIHB24AY
7000000109,1000000109,20240424.0,39930.0,CARD,PAID,TX-18ZITZHX2G7U
7000000110,1000000110,,82364.7,TRANSFER,FAILED,
7000000111,1000000111,20241221.0,19876.35,GATEWAY,PAID,TX-LLQCAQ4XRN0T
7000000112,1000000112,,92891.7,CASH,PAID,TX-MH4GBLCKUHYD
7000000113,1000000113,,15652.56,CARD,FAILED,
7000000114,1000000114,20240919.0,11761.2,TRANSFER,PAID,TX-42Q8BZ53GWTF
7000000115,1000000115,20240219.0,27636.0,CARD,REFUNDED,TX-PLUI46HDV8I9
7000000116,1000000116,20240704.0,49116.0,CARD,PAID,TX-FCJTQEJPPTTX
7000000117,1000000117,20250120.0,30240.0,CARD,PAID,TX-AKHIN8QKBR9F
7000000118,1000000118,,47857.68,CARD,PAID,TX-5HRXEHTTUWX2
7000000119,1000000119,,17787.0,CARD,PAID,TX-IWD52SW6D9WI
7000000120,1000000120,20240421.0,14229.6,CARD,PAID,TX-ILPQFBQW1HUK
7000000121,1000000121,20241220.0,45520.2,TRANSFER,PAID,TX-921BB2YAJ1WR
7000000122,1000000122,,43560.0,CASH,PAID,TX-89TOCP8FP1K8
7000000123,1000000123,,18987.0,CARD,FAILED,
7000000124,1000000124,20240206.0,67367.64,GATEWAY,PAID,TX-1XC2I92PV07U
7000000125,1000000125,20240711.0,62073.0,TRANSFER,PAID,TX-CII1J0F53QB3
7000000126,1000000126,20240612.0,18150.0,CASH,PAID,TX-E46XAAD0XH2M
7000000127,1000000127,20240229.0,69988.5,CARD,PAID,TX-3DYYWZL0OZT4
7000000128,1000000128,,101470.2,CARD,FAILED,
7000000129,1000000129,,76858.8,CARD,PAID,TX-RRK6UJVBP3BA
7000000130,1000000130,,14701.5,CASH,PAID,TX-J90VB1C4W9I4
7000000131,1000000131,20240125.0,47916.0,CASH,PAID,TX-Y1HNXIYYVIWS
7000000132,1000000132,20240728.0,33216.6,CARD,PAID,TX-M2V0MW405G00
7000000133,1000000133,20240616.0,18150.0,TRANSFER,PAID,TX-Z1JB0OXDFNS8
7000000134,1000000134,20240108.0,75358.8,CASH,PAID,TX-98P7PRJHHZH1
7000000135,1000000135,20240601.0,39930.0,CASH,PAID,TX-1CGWJ9S8U287
7000000136,1000000136,20250122.0,34485.0,CARD,PAID,TX-BW4Q46DERG87
7000000137,1000000137,20241118.0,14229.6,GATEWAY,PAID,TX-V1KGVXLOBICL
7000000138,1000000138,20240106.0,42882.0,CARD,PAID,TX-PXS2LYM9VUDM
7000000139,1000000139,20240408.0,17535.0,CARD,PAID,TX-6FRNX7VHUKP5
7000000140,1000000140,20250220.0,16008.3,CASH,PAID,TX-KDQIUT6HRCFU
7000000141,1000000141,20241203.0,14374.8,TRANSFER,REFUNDED,TX-TJABWHM24N2G
7000000142,1000000142,,62854.26,CARD,REFUNDED,TX-ATMX5MVNFKMN
7000000143,1000000143,20240608.0,80586.0,CARD,PAID,TX-523ARBBR7DKI
7000000144,1000000144,,35937.0,CARD,FAILED,
7000000145,1000000145,,37800.0,GATEWAY,PAID,TX-30JNSPSKTRCG
7000000146,1000000146,20240505.0,100951.88,CARD,PAID,TX-XAZ8J2P7RN3J
7000000147,1000000147,20241208.0,72701.4,CARD,PAID,TX-AY74FPLLGRCU
7000000148,1000000148,,43888.8,CARD,PAID,TX-FO8HBF5JCDZ9
7000000149,1000000149,20250123.0,17235.0,GATEWAY,PAID,TX-Q8HCQUTXQ7XL
7000000150,1000000150,,39131.4,CARD,PAID,TX-16PJPVWP8VO5
7000000151,1000000151,20240417.0,42688.8,CARD,PAID,TX-D5E93RC1Y9LZ
7000000152,1000000152,20240109.0,11761.2,CARD,PAID,TX-60N330PGBOPH
7000000153,1000000153,,13068.0,CARD,FAILED,
7000000154,1000000154,20240702.0,51455.25,CASH,PAID,TX-C5TG8BKA8V0I
7000000155,1000000155,20240212.0,15420.0,CARD,PAID,TX-QDUILY7E5RXR
7000000156,1000000156,20241029.0,51727.5,CASH,PAID,TX-38M7D53IIBFW
7000000157,1000000157,,71692.5,TRANSFER,FAILED,
7000000158,1000000158,20240425.0,36300.0,CARD,PAID,TX-2D7GG3Z4ZLDA
7000000159,1000000159,20240714.0,16141.08,CARD,PAID,TX-WQF78OSLQBW6
7000000160,1000000160,20240614.0,35574.0,TRANSFER,PAID,TX-OTEFX8XIJPHG
7000000161,1000000161,20241022.0,55350.0,GATEWAY,PAID,TX-ELH913SD09OY
7000000162,1000000162,,27588.0,CARD,PAID,TX-8EDJM7W4HXIO
7000000163,1000000163,20240227.0,27036.0,CARD,PAID,TX-FA2N1L9GFVND
7000000164,1000000164,20250223.0,77130.0,CARD,PAID,TX-YH73YULSS506
7000000165,1000000165,,29959.2,GATEWAY,PAID,TX-RBYQGYIW59OD
7000000166,1000000166,,53744.25,GATEWAY,PAID,TX-D8WL2IKBUTZI
7000000167,1000000167,,58172.85,CARD,FAILED,
7000000168,1000000168,,50205.0,CARD,FAILED,
7000000169,1000000169,20240709.0,14268.0,GATEWAY,PAID,TX-XQWOUYAADU90
7000000170,1000000170,20240329.0,36300.0,TRANSFER,PAID,TX-6YQEF864BWX0
7000000171,1000000171,,15429.6,CARD,PENDING,
7000000172,1000000172,20240507.0,28488.0,GATEWAY,PAID,TX-0DQD29Q3T08A
7000000173,1000000173,,39315.0,CARD,PAID,TX-ALLSSFK7QIRJ
7000000174,1000000174,20240908.0,14229.6,TRANSFER,PAID,TX-7EGA4TIAD1CG
7000000175,1000000175,20240602.0,15420.0,GATEWAY,PAID,TX-4RCDBOT74U6U
7000000176,1000000176,20250227.0,17968.5,CASH,PAID,TX-RZQOC4EU0DBF
7000000177,1000000177,20241125.0,16718.25,CARD,PAID,TX-8KSFQE50C7WX
7000000178,1000000178,,16335.0,CARD,PAID,TX-UOPZ2LNTJYIU
7000000179,1000000179,,88746.0,GATEWAY,PAID,TX-3467WCDPI2EY
7000000180,1000000180,20240522.0,31692.0,GATEWAY,PAID,TX-JKFCQJUKURK1
7000000181,1000000181,20241113.0,29359.2,CARD,PAID,TX-XWTR1UEIAQ3J
7000000182,1000000182,20240910.0,31546.8,GATEWAY,PAID,TX-7L09W7WAP0O0
7000000183,1000000183,20241028.0,32670.0,TRANSFER,PAID,TX-A0GOAJB6RU3T
7000000184,1000000184,,16335.0,CASH,PAID,TX-W1W31Q5F7XKK
7000000185,1000000185,20240720.0,73611.24,CARD,PAID,TX-QLQP66ZVGIMR
7000000186,1000000186,20240731.0,14694.0,GATEWAY,PAID,TX-T1WW8PAWHLQ7
7000000187,1000000187,20250214.0,39204.0,CARD,REFUNDED,TX-LNM2XQQ0VBQ6
7000000188,1000000188,,32670.0,CARD,PAID,TX-CGL3TKQVXCRL
7000000189,1000000189,20240504.0,45723.24,GATEWAY,PAID,TX-RYV7WF3XMBAU
7000000190,1000000190,20240606.0,14229.6,CARD,PAID,TX-ACMA2H5CSRRQ
7000000191,1000000191,,106896.24,CARD,FAILED,
7000000192,1000000192,20240310.0,14520.0,CASH,PAID,TX-R97RQQIO1QLM
7000000193,1000000193,20240215.0,40404.0,CARD,PAID,TX-FWUNIBW1GIX5
7000000194,1000000194,,54450.0,GATEWAY,PAID,TX-UI9XQ56QBUBU
7000000195,1000000195,20250301.0,56666.4,CARD,PAID,TX-L3XKKJLIVBCN
7000000196,1000000196,,37500.0,GATEWAY,PAID,TX-R18606ZCYXQ6
7000000197,1000000197,20240410.0,14268.0,GATEWAY,PAID,TX-511R6MDMB6O7
7000000198,1000000198,20240203.0,36183.6,CARD,PAID,TX-HVOGE67SNVCE
7000000199,1000000199,,59280.0,GATEWAY,PAID,TX-GMUCJI7EKVZA
7000000200,1000000200,20240927.0,27036.0,GATEWAY,PAID,TX-FVLC254ZH0QA
7000000201,1000000201,20241117.0,50749.5,GATEWAY,REFUNDED,TX-UHXXCDXF1Q2B
7000000202,1000000202,,43560.0,CARD,PAID,TX-9BINMYXDHZ0E
7000000203,1000000203,20241118.0,39204.0,CARD,PAID,TX-QCZ1LK4KTCM2
7000000204,1000000204,,50205.0,GATEWAY,FAILED,
7000000205,1000000205,20241001.0,17787.0,CARD,PAID,TX-ZU368UUJ2G43
7000000206,1000000206,,29659.2,CARD,PAID,TX-811NAE2DWBNU
7000000207,1000000207,,15841.08,GATEWAY,PAID,TX-FAXI1S9NPAXU
7000000208,1000000208,,53905.5,CASH,PAID,TX-XR8ZBM8PE4L9
7000000209,1000000209,,31692.0,CARD,PAID,TX-ADKEL21AA6Y8
7000000210,1000000210,,17835.0,CARD,PAID,TX-FHAK7TJ2GWD8
7000000211,1000000211,,80803.8,CASH,REFUNDED,TX-4S764623AHW9
7000000212,1000000212,20250219.0,15129.6,CARD,PAID,TX-W53ZG1IGAE7U
7000000213,1000000213,20240418.0,20557.5,GATEWAY,PAID,TX-LPBS1GYAPNRR
7000000214,1000000214,20240722.0,28342.8,GATEWAY,PAID,TX-T9LZX8UBES81
7000000215,1000000215,20240201.0,62628.15,CARD,PAID,TX-L8B7K0MHIHTF
7000000216,1000000216,,19866.75,GATEWAY,PAID,TX-1ZY6N78JP289
7000000217,1000000217,20240407.0,72554.62,CARD,PAID,TX-GIU5DSJNCTFT
7000000218,1000000218,20240707.0,39750.6,CARD,PAID,TX-U18MD3SZXDF0
7000000219,1000000219,20240612.0,54450.0,CASH,PAID,TX-4KBQ08F1IH6L
7000000220,1000000220,,14694.0,CARD,PAID,TX-IDZYNING1FJ4
7000000221,1000000221,,28459.2,CARD,PAID,TX-GOAPADJXH3W6
7000000222,1000000222,20240831.0,26136.0,CARD,PAID,TX-4FCM56J61UM0
7000000223,1000000223,20241224.0,27442.8,CASH,PAID,TX-9W04PDTIIHE1
7000000224,1000000224,,50205.0,CARD,PAID,TX-SYTMXBV9MDPO
7000000225,1000000225,,41164.2,CARD,PAID,TX-32II8K179YIX
7000000226,1000000226,20240718.0,36483.6,CARD,PAID,TX-7SRDV4EEHRDW
7000000227,1000000227,20240720.0,43888.8,GATEWAY,PAID,TX-O8PHNCK5QDAD
7000000228,1000000228,,43588.8,CARD,PAID,TX-KUBXDHQCLJXC
7000000229,1000000229,,16335.0,CARD,FAILED,
7000000230,1000000230,20241230.0,40104.0,GATEWAY,PAID,TX-YX4B18B9QCL3
7000000231,1000000231,20240610.0,58072.5,GATEWAY,PAID,TX-PX6B4626S2QQ
7000000232,1000000232,20250222.0,45892.56,GATEWAY,PAID,TX-FRUXTNXJ8UWO
7000000233,1000000233,20241122.0,19050.0,CARD,PAID,TX-Z4JKA0J2NBI5
7000000234,1000000234,,29659.2,CARD,PAID,TX-E47RHOW59Q7S
7000000235,1000000235,,26136.0,CASH,FAILED,
7000000236,1000000236,20250106.0,29040.0,CASH,PAID,TX-QF1ADFQ90QPH
7000000237,1000000237,20241117.0,43560.0,CASH,PAID,TX-WRZQE54PFMIC
7000000238,1000000238,,25613.28,CASH,PAID,TX-9S9BHWO6L2MX
7000000239,1000000239,20240221.0,63408.6,GATEWAY,PAID,TX-XL0GF8E59JMZ
7000000240,1000000240,20241022.0,48090.0,CARD,REFUNDED,TX-9A8F8BOR2KEG
7000000241,1000000241,20241012.0,71874.0,CASH,PAID,TX-QH1J5TAC9PFH
7000000242,1000000242,,46023.24,GATEWAY,FAILED,
7000000243,1000000243,,19965.0,CARD,PAID,TX-CUJ1U5XI18T1
7000000244,1000000244,20240914.0,24829.2,CARD,PAID,TX-9T0Z6M9ZMXZX
7000000245,1000000245,,48823.5,CASH,REFUNDED,TX-6831FEZ0MSG1
7000000246,1000000246,,74596.5,GATEWAY,FAILED,
7000000247,1000000247,20241202.0,19576.35,GATEWAY,PAID,TX-HKUMCISYOXOM
7000000248,1000000248,20241028.0,13068.0,TRANSFER,PAID,TX-RLOSALSUL8SN
7000000249,1000000249,20240421.0,47916.0,CASH,PAID,TX-NWGXV38PFITC
7000000250,1000000250,20240924.0,52955.25,CARD,PAID,TX-32B62346A4RY
7000000251,1000000251,20240317.0,41382.0,CASH,PAID,TX-PXPQUBPX8JRW
7000000252,1000000252,20240302.0,53361.0,CASH,PAID,TX-2XQZ21XG77FL
7000000253,1000000253,,56018.16,GATEWAY,REFUNDED,TX-SMD7KL9INTUO
7000000254,1000000254,20241014.0,25613.28,TRANSFER,PAID,TX-YGMEXF9LO4ZZ
7000000255,1000000255,20240814.0,18687.0,GATEWAY,PAID,TX-5LZ2L2E9EU0G
7000000256,1000000256,20241001.0,29659.2,GATEWAY,PAID,TX-ATXAB0G3YVOL
7000000257,1000000257,,70059.0,CARD,PAID,TX-5ZVOMXW3HB9E
7000000258,1000000258,20241229.0,35385.0,CARD,PAID,TX-YRH62E21TRBX
7000000259,1000000259,,32805.12,GATEWAY,REFUNDED,TX-3JF46DE7KIOS
7000000260,1000000260,20241213.0,41130.0,CARD,PAID,TX-XKQN8OY7GNJZ
7000000261,1000000261,,29040.0,CARD,PAID,TX-2BYNCS5834BK
7000000262,1000000262,20241120.0,43588.8,CARD,PAID,TX-KVZBDGVVVVDK
7000000263,1000000263,20250101.0,49905.0,CARD,PAID,TX-SGWN0MODP9NU
7000000264,1000000264,,69750.45,CARD,PAID,TX-M6XK7OX4ROYL
7000000265,1000000265,20240429.0,64468.56,GATEWAY,PAID,TX-10MEATDUX63R
7000000266,1000000266,,48325.95,GATEWAY,PAID,TX-SWCAHKTWI9B8
7000000267,1000000267,20240301.0,33870.0,CARD,PAID,TX-RZNNWXSS3SVY
7000000268,1000000268,,13794.0,CARD,FAILED,
7000000269,1000000269,,83617.05,CARD,FAILED,
7000000270,1000000270,20240216.0,14229.6,CASH,PAID,TX-LUUJ7KEX5DEV
7000000271,1000000271,20240213.0,87448.8,CARD,REFUNDED,TX-0EOARRWWS4FZ
7000000272,1000000272,20241027.0,33144.0,GATEWAY,PAID,TX-JNBZVFV991AC
7000000273,1000000273,20240302.0,43588.8,CARD,PAID,TX-ZV4TY9YKRZ1Y
7000000274,1000000274,20240928.0,77064.9,CARD,PAID,TX-3G5SMQ5UFK8U
7000000275,1000000275,20240624.0,27336.0,GATEWAY,PAID,TX-217PFTPYBOR9
7000000276,1000000276,,29040.0,CARD,PAID,TX-3TFMS12WBAKE
7000000277,1000000277,20241014.0,50820.0,CARD,PAID,TX-DWW8DXAJXMB5
7000000278,1000000278,,27636.0,GATEWAY,PAID,TX-WLX04XSBY2OU
7000000279,1000000279,,54261.0,GATEWAY,FAILED,
7000000280,1000000280,20240722.0,33033.0,CARD,PAID,TX-DPUSQC38SEOO
7000000281,1000000281,,54101.28,CARD,PAID,TX-NIFMPEOSO1F1
7000000282,1000000282,20241229.0,24422.4,GATEWAY,PAID,TX-41Q6L4JDGJ8Y
7000000283,1000000283,,16718.25,CARD,PAID,TX-70LGRPZRXEP4
7000000284,1000000284,20240310.0,70785.0,CARD,PAID,TX-5MN6SC6XSGAF
7000000285,1000000285,,19350.0,CARD,FAILED,
7000000286,1000000286,20240713.0,37074.0,CARD,PAID,TX-4U41TQZ1VFUJ
7000000287,1000000287,,51727.5,CASH,PAID,TX-6ZHDQAIBHYHH
7000000288,1000000288,20250202.0,14229.6,CASH,PAID,TX-5HTY6XNGDJ56
7000000289,1000000289,,90389.1,CARD,FAILED,
7000000290,1000000290,20241105.0,105354.3,GATEWAY,PAID,TX-71M8ECKC546R
7000000291,1000000291,20241020.0,56900.25,GATEWAY,PAID,TX-9BYQ71UHA6F6
7000000292,1000000292,,32270.7,CARD,PAID,TX-GUYG1JEV4IY4
7000000293,1000000293,,27036.0,CARD,PAID,TX-0JPO94I4MWNA
7000000294,1000000294,,44460.0,CARD,FAILED,
7000000295,1000000295,,24829.2,TRANSFER,REFUNDED,TX-G4P93NYH90EN
7000000296,1000000296,20240630.0,18150.0,CASH,PAID,TX-E2KQ0B1VWNTV
7000000297,1000000297,,53361.0,CASH,REFUNDED,TX-D2IGDXBZ392N
7000000298,1000000298,20241106.0,41382.0,CASH,PAID,TX-KXUNDMFZ5WW4
7000000299,1000000299,20240508.0,43560.0,CARD,PAID,TX-D8L8DJ0EK3LN
7000000300,1000000300,20241119.0,54633.6,GATEWAY,PAID,TX-TR3GAE9DR5DB
7000000301,1000000301,20240507.0,29040.0,GATEWAY,PAID,TX-KEOC6P3FKE5H
7000000302,1000000302,,69507.0,GATEWAY,FAILED,
7000000303,1000000303,20240319.0,39204.0,CARD,PAID,TX-KJG7DP5ULP2X
7000000304,1000000304,20240318.0,119873.77,CARD,PAID,TX-TUYL0BU1IADY
7000000305,1000000305,,31692.0,CARD,PAID,TX-B92HA6ELOUQX
7000000306,1000000306,20240501.0,83671.5,CARD,PAID,TX-GRX6A990BSH1
7000000307,1000000307,20240913.0,17835.0,CARD,PAID,TX-YZ8JG2RZGHXI
7000000308,1000000308,20240329.0,17835.0,GATEWAY,PAID,TX-I5X65UM4YRV8
7000000309,1000000309,,45738.0,CASH,FAILED,
7000000310,1000000310,20250104.0,27636.0,GATEWAY,PAID,TX-GF0G46U2SLZ2
7000000311,1000000311,20250110.0,36209.25,CARD,PAID,TX-A9VQNWCQTJVU
7000000312,1000000312,20250224.0,36209.25,CASH,PAID,TX-QYUOLNLPR9A6
7000000313,1000000313,,71692.5,CARD,PAID,TX-9C70TRVTFMRM
7000000314,1000000314,20241017.0,33579.6,GATEWAY,PAID,TX-H6DU9ZZ99VMH
7000000315,1000000315,,54351.75,CARD,PAID,TX-QYEPJRF57CPL
7000000316,1000000316,,71601.75,CARD,PAID,TX-T27JLLZ90Z23
7000000317,1000000317,20240818.0,37437.0,CARD,PAID,TX-A2B0X2VVI7AI
7000000318,1000000318,20241007.0,15246.0,CARD,PAID,TX-4JQTH0TPGOK6
7000000319,1000000319,20240422.0,15429.6,CARD,PAID,TX-EYD3MYNUEUVL
7000000320,1000000320,,36592.5,CARD,PAID,TX-LNOJKNPN8S6G
7000000321,1000000321,,94491.0,GATEWAY,PAID,TX-6UL6ULM1T6I8
7000000322,1000000322,20241121.0,37243.8,CASH,PAID,TX-U4QP4ULPQP81
7000000323,1000000323,,54711.36,CARD,PAID,TX-2P4LEW4P220X
7000000324,1000000324,20250113.0,69812.16,CASH,PAID,TX-90ZM8JKX2Y5L
7000000325,1000000325,20241017.0,28749.6,CARD,PAID,TX-O41OIMJGZ9AU
7000000326,1000000326,20240618.0,84070.8,CARD,PAID,TX-450XPOI73T2G
7000000327,1000000327,20250109.0,31082.16,CARD,PAID,TX-PK9VO8PM4Y2M
7000000328,1000000328,20250211.0,82239.75,GATEWAY,PAID,TX-1KKTDNUMVEXG
7000000329,1000000329,20240317.0,44324.4,CARD,PAID,TX-XJH8KGYZM509
